CaseID	VehicleNumber	Discussion	PSU	PSUStrata	RATWeight
813003867	1	A two-vehicle crash occurred during the night hours on a dark but lit eight-lane U.S. highway within an intersection.  This intersection is controlled by a traffic light with pedestrian crossing signals.  The crash occurred while both vehicles were travel	48	9	426.863
813003867	2	A two-vehicle crash occurred during the night hours on a dark but lit eight-lane U.S. highway within an intersection.  This intersection is controlled by a traffic light with pedestrian crossing signals.  The crash occurred while both vehicles were travel	48	9	426.863
813003906	1	A three-vehicle crash occurred during the afternoon hours on a dry, level bituminous asphalt interstate highway.  This portion of the highway is a four lane divided roadway without positive barrier and was under construction at the time of the crash.  The	48	9	688.372
813003906	2	A three-vehicle crash occurred during the afternoon hours on a dry, level bituminous asphalt interstate highway.  This portion of the highway is a four lane divided roadway without positive barrier and was under construction at the time of the crash.  The	48	9	688.372
813003906	3	A three-vehicle crash occurred during the afternoon hours on a dry, level bituminous asphalt interstate highway.  This portion of the highway is a four lane divided roadway without positive barrier and was under construction at the time of the crash.  The	48	9	688.372
813003907	1	A single vehicle crash occurred on a two lane undivided rural county roadway in the afternoon hours. The roadway was dry with no adverse weather conditions and has a speed limit of 72 kmph (45 mph).  This portion of the roadway curves to the left with a m	48	9	426.863
813003946	1	A two-vehicle crash occurred at the intersection of two multi-lane roadways.  The north-south road is physically divided without a positive barrier and has five lanes southbound at the intersection.  The east west road is physically divided without a posi	48	9	426.863
813003946	2	A two-vehicle crash occurred at the intersection of two multi-lane roadways.  The north-south road is physically divided without a positive barrier and has five lanes southbound at the intersection.  The east west road is physically divided without a posi	48	9	426.863
813004026	1	A single-vehicle crash occurred at the intersection of a six-lane roadway and a seven-lane roadway.  This vehicle was on the six-lane road turning left from the third lane (the first left turn lane) onto the seven-lane roadway.  This intersection is contr	48	9	426.863
813004046	1	The driver stated that he had been sick for the past couple of days and was running a temperature this morning.  Medical records indicate this driver had a temperature of 100 degrees at 0654 hours.  No indications that lab work was done for drug/alcohol t	48	9	426.863
813004086	1	Vehicle one, a 1999 Volvo tractor pulling a flatbed trailer, was traveling north in the right lane on the interstate with a very slight curve to the right.  There were no adverse weather conditions and it was 1440 hours.  The driver blanked out for an unk	48	9	426.863
813004190	1	A two-vehicle crash occurred on a four lane interstate freeway.  This freeway has four lanes of travel with two in either direction; a grass median divides this freeway.  At the location of the crash this road is straight and level.  This section of the h	48	9	426.863
813004190	2	A two-vehicle crash occurred on a four lane interstate freeway.  This freeway has four lanes of travel with two in either direction; a grass median divides this freeway.  At the location of the crash this road is straight and level.  This section of the h	48	9	426.863
813004191	1	A single-vehicle crashed occurred at night on an unlit two lane county road.  This portion of the roadway is bituminous asphalt and curves to the left with a radius of 141-meters, or 462.5-feet.  A double yellow line separates the east and westbound lanes	48	9	426.863
813004267	1	A three-vehicle crash occurred on a four-lane interstate highway.  This highway is divided with a grass median.  There are two lanes in either direction.  The southbound lanes were undergoing construction at the time of the crash.  Construction barrels se	48	9	426.863
813004267	2	A three-vehicle crash occurred on a four-lane interstate highway.  This highway is divided with a grass median.  There are two lanes in either direction.  The southbound lanes were undergoing construction at the time of the crash.  Construction barrels se	48	9	426.863
813004267	3	A three-vehicle crash occurred on a four-lane interstate highway.  This highway is divided with a grass median.  There are two lanes in either direction.  The southbound lanes were undergoing construction at the time of the crash.  Construction barrels se	48	9	426.863
813004268	1	A two-vehicle crash occurred on a six lane divided U.S. highway without a positive barrier at an intersection.  The crash occurred during the night hours however the roadway was lit by streetlights.  This section of the roadway is bituminous asphalt and h	48	9	688.372
813004268	2	A two-vehicle crash occurred on a six lane divided U.S. highway without a positive barrier at an intersection.  The crash occurred during the night hours however the roadway was lit by streetlights.  This section of the roadway is bituminous asphalt and h	48	9	688.372
813004269	1	A two-vehicle crash occurred on a two-way, two-lane, asphalt roadway at a T-intersection at approximately 0900 hours on a Thursday.  This portion of the roadway runs north and south with a slight curve to the left for the southbound lane.  The roadway has	48	9	426.863
813004269	2	A two-vehicle crash occurred on a two-way, two-lane, asphalt roadway at a T-intersection at approximately 0900 hours on a Thursday.  This portion of the roadway runs north and south with a slight curve to the left for the southbound lane.  The roadway has	48	9	426.863
813004346	1	A fatal incident occurred on a Friday at 0540 hours during a period of darkness on a two-way, two-lane, undivided, dry asphalt rural minor collector U.S. highway.  The roadway runs North-South is straight with an upgrade for northbound traffic.   There we	48	9	197.543
813004346	2	A fatal incident occurred on a Friday at 0540 hours during a period of darkness on a two-way, two-lane, undivided, dry asphalt rural minor collector U.S. highway.  The roadway runs North-South is straight with an upgrade for northbound traffic.   There we	48	9	197.543
813004386	1	A single-vehicle crash occurred during the day on a four lane divided highway without a positive barrier.  This section of the roadway consists of two southbound lanes, a grass median and two northbound lanes.  All lanes played a role in this crash.  To t	48	9	197.543
813004406	1	A two-vehicle crash occurred at the intersection of a six-lane road with a three-lane roadway.  This intersection is controlled with a light without pedestrian controls.  The six-lane road is divided with a grass median with four lanes in the westbound di	48	9	426.863
813004406	2	A two-vehicle crash occurred at the intersection of a six-lane road with a three-lane roadway.  This intersection is controlled with a light without pedestrian controls.  The six-lane road is divided with a grass median with four lanes in the westbound di	48	9	426.863
813004446	1	This intersection related crash occurred at 1745 hours on a four-lane, divided rural highway at an intersection with a two-lane roadway.  The highway has two eastbound and two west bound travel lanes divided by a wide grassy median with no positive barrie	48	9	426.863
813004446	2	This intersection related crash occurred at 1745 hours on a four-lane, divided rural highway at an intersection with a two-lane roadway.  The highway has two eastbound and two west bound travel lanes divided by a wide grassy median with no positive barrie	48	9	426.863
813004466	1	This incident occurred on a Wednesday at 2010 hours which involved a tractor-semi trailer that was stopped cross wise in the roadway from successfully avoiding a prior crash and was struck on the left rear corner of the trailer by a 1990 Ford Bronco.  The	48	9	197.543
813004466	2	This incident occurred on a Wednesday at 2010 hours which involved a tractor-semi trailer that was stopped cross wise in the roadway from successfully avoiding a prior crash and was struck on the left rear corner of the trailer by a 1990 Ford Bronco.  The	48	9	197.543
813004526	1	A single vehicle crash occurred in the morning hours on an interstate exit ramp.  This ramp is a single lane one-way departure ramp from an interstate highway.  The ramp curves right with a radius of 64 meters (210 feet) and a 5% super elevation.  The ram	48	9	426.863
813004546	1	A single vehicle crashed on a dark unlit four lane divided without positive barrier interstate highway.  This portion of the bituminous asphalt roadway is straight with a positive 3% grade.  The speed limit for this road is 70 mph (113 kmph).  This roadwa	48	9	426.863
813004666	1	A two-vehicle crash occurred on a four lane divided highway without positive barrier during the morning hours.  This portion of the highway is bituminous asphalt, straight and level.  This highway runs north and south with a grass median separating the tw	48	9	426.863
813004666	2	A two-vehicle crash occurred on a four lane divided highway without positive barrier during the morning hours.  This portion of the highway is bituminous asphalt, straight and level.  This highway runs north and south with a grass median separating the tw	48	9	426.863
813004667	1	A single-vehicle crash occurred on a four-lane divided interstate roadway.  This roadway is divided by a grass median and has two lanes in either direction.  The crash occurred on the northbound lanes, which are level with a slight curve to the right.  On	48	9	426.863
813004726	1	A three-vehicle crash occurred on an unlit four-lane divided U.S. Highway.  A local two-lane roadway intersects the U.S. Highway.  The U.S. Highway consists of two northbound lanes, a center grass median with a crossover (for the intersection), and two so	48	9	426.863
813004726	2	A three-vehicle crash occurred on an unlit four-lane divided U.S. Highway.  A local two-lane roadway intersects the U.S. Highway.  The U.S. Highway consists of two northbound lanes, a center grass median with a crossover (for the intersection), and two so	48	9	426.863
813004726	3	A three-vehicle crash occurred on an unlit four-lane divided U.S. Highway.  A local two-lane roadway intersects the U.S. Highway.  The U.S. Highway consists of two northbound lanes, a center grass median with a crossover (for the intersection), and two so	48	9	426.863
813004769	1	A single vehicle crash occurred on a two-lane State highway approaching a T-intersection in the mid-afternoon hours.  This section of the roadway runs north and south parallel with another roadway with the southbound lane curving right to a stop sign cont	48	9	426.863
813004906	1	Case 2002-48-001 CEAF, Page 14 Vehicle #1, 1990 Buick LeSabre  Vehicle #1, a 1990 Buick LeSabre, was traveling west on a level, straight, undivided two lane dry asphalt roadway, which transitioned to a left curve at the point of impact (POI).  Solid white	48	9	197.543
813004906	2	Case 2002-48-001 CEAF, Page 14 Vehicle #2, 1995 Ford straight dump truck  Vehicle #2, a 1995 Ford straight dump truck fully loaded with sand, was traveling east on a negative 3 percent slope, right curve, undivided two lane dry asphalt roadway.  Solid whi	48	9	197.543
813004906	3	Case 2002-48-001 CEAF, Page 14 Vehicle #3, 2000 Kenworth truck trailer pulling a van Utility semi-trailer  Vehicle #3 (2000 Kenworth truck trailer pulling an empty van Utility semi-trailer) was traveling east on a negative 3 percent slope, right curve, un	48	9	197.543
813004966	1	This crash occurred in late January during the early morning.  The roadway was a left curving, two-lane on-ramp that transitions to an interstate.  Concrete walls bordered each side of the ramp.  The speed limit for the main roadway was 55 mph (102 kmph)	48	9	426.863
813005046	1	Case 2002-48-003 CEAF, Page 14 Vehicle #1, 1995 Nissan Maxima  This crash occurred during the late afternoon rush hour traffic.  The roadway is a level, 6-lane asphalt interstate that has a slight curve to the right.  There is a 46 ft. (14 m.) wide grassy	48	9	426.863
813005046	2	Case 2002-48-003 CEAF, Page 14 Vehicle #2, 1984 Freightliner truck tractor pulling a tanker semi-trailer  This crash occurred during the late afternoon rush hour traffic.  The roadway is a level, 6-lane asphalt interstate that has a slight curve to the ri	48	9	426.863
813005126	1	This crash occurred on a Monday in March at 11:00 am on a clear day. Vehicle one was traveling west on a rural two-lane, dry, undivided bituminous road.  Vehicle one was a 1996 Toyota Camry.  Vehicle two was traveling east on the same road in the opposite	48	9	688.372
813005126	2	This crash occurred on a Monday in March at 11:00 am on a clear day. Vehicle one was traveling west on a rural two-lane, dry, undivided bituminous road.  Vehicle one was a 1996 Toyota Camry.  Vehicle two was traveling east on the same road in the opposite	48	9	688.372
813005190	1	This crash occurred in mid-March during daylight hours.  The roadway is a left curving, two-lane undivided rural highway.  The speed limit for the road was 55 mph (102 kmph).  The AASHTO radius requirement for a speed limit of 55 mph (120 kmph) is 965 fee	48	9	688.372
813005211	1	This single vehicle crash occurred on a north/south, two-lane, undivided rural highway.  The speed limit for the roadway is 45 mph (72 kmph).  On the west side of the roadway, at the crash location, is a restaurant turnoff into a parking lot. The turnoff	48	9	426.863
813005216	1	Case #2002-48-0007 CEAF, Page 14 Vehicle 1 - 1996 GMC straight truck with cargo box  The driver of the 1996 GMC straight truck with cargo box, a 69-year old male, was traveling west on a 2-lane interstate divided by a grass median (4 lanes total) in the s	48	9	426.863
813005446	1	The driver of the 1999 Peterbilt tractor with no trailer (bobtail), a 54-year old male, was traveling south on a 2-lane interstate divided by a grass median (4 lanes total) in the first lane of travel. As he approached a bridge overpass, the driver of the	48	9	688.372
813005490	1	Case #2002-48-0009 CEAF, Page 14 Vehicle 1 - 1987 Chevrolet Astro van  The driver of the 1987 Chevrolet Astro van, a 19-year old male, was traveling west on a 2-lane undivided roadway approaching a T-intersection located on his left. A non-contact vehicle	48	9	426.863
813005490	2	Case #2002-48-0009 CEAF, Page 14 Vehicle 2 - 2001 GMC tractor pulling one closed van semi-trailer  The driver of the 2001 GMC tractor pulling one closed van semi-trailer, a 43-year old male, was traveling east on a 2-lane undivided roadway approaching a T	48	9	426.863
813005511	1	This crash occurred during the late afternoon rush hour traffic.  The roadway is a straight and level four-lane interstate (two lanes southbound/two lanes northbound) that has a 14.6 m (48 ft) wide grassy median.  The median cross slope was negative 22 pe	48	9	426.863
813005530	1	Case #2002-48-0011 CEAF, Page 14 Vehicle 1 - 1988 Mazda 323 4-door sedan  The driver of the 1988 Mazda 323 4-door sedan, a 21-year old female, was traveling south on a 2-lane interstate divided by a grass median (4 lanes total) in the first lane of travel	48	9	197.543
813005530	2	Case #2002-48-0011 CEAF, Page 14 Vehicle 2 - 1999 Peterbilt tractor pulling one refrigerated van semi-trailer  The driver of the 1999 Peterbilt tractor pulling one refrigerated van semi-trailer, a 26-year old male, was traveling north on a 2-lane intersta	48	9	197.543
813005546	1	The driver of the 1999 Jeep Wrangler Sport Utility Vehicle, a 28-year old female, was traveling south on a 2-lane interstate divided by a concrete median barrier (4 lanes total) in the first lane of travel. The driver of the Jeep was on her way to a clien	48	9	688.372
813005546	2	The driver of the 1994 International tractor pulling one flatbed semi-trailer, a 49-year old male, was traveling south on a 2-lane interstate divided by a concrete median barrier (4 lanes total) in the second lane of travel. The truck was filled to 90 per	48	9	688.372
813005606	1	A 2001 Mitsubishi Eclipse, vehicle one, was traveling south on a two-lane dry county road approximately midday, negotiating a right curve. Weather conditions were clear and the roadway was dry at this time. Vehicle two was traveling on the same roadway tr	48	9	688.372
813005606	2	A 2001 Mitsubishi Eclipse, vehicle one, was traveling south on a two-lane dry county road approximately midday, negotiating a right curve. Weather conditions were clear and the roadway was dry at this time. Vehicle two was traveling on the same roadway tr	48	9	688.372
813005611	1	This crash occurred on a Monday at 1630 hours on a rural minor state highway.  The roadway is a two-lane, east/west, undivided state highway.  The road is straight and has a 3% uphill grade in the westbound direction.  The speed limit for the roadway is 5	48	9	426.863
813005611	2	This crash occurred on a Monday at 1630 hours on a rural minor state highway.  The roadway is a two-lane, east/west, undivided state highway.  The road is straight and has a 3% uphill grade in the westbound direction.  The speed limit for the roadway is 5	48	9	426.863
813005611	3	This crash occurred on a Monday at 1630 hours on a rural minor state highway.  The roadway is a two-lane, east/west, undivided state highway.  The road is straight and has a 3% uphill grade in the westbound direction.  The speed limit for the roadway is 5	48	9	426.863
813005626	1	The driver of the 1982 Freightliner tractor pulling one logging semi-trailer, a 52-year old male, was traveling south on a 2-lane undivided roadway. The trailer was filled to capacity with logs. After the truck driver negotiated a slight left curve in the	48	9	688.372
813005655	1	The driver of the 1999 Freightliner tractor pulling one closed van semi-trailer, a 39-year old male, was traveling south on a 2-lane interstate in the first lane of travel approaching a one-lane exit ramp. The trailer was filled to 50 percent capacity wit	48	9	426.863
813005786	1	This crash occurred in the three northbound travel lanes of a five-lane divided Interstate just past an interchange area.  The travel lanes were asphalt with no surface defects.  The posted speed limit was 105 KmPH, 65mph. Per the police report and both d	48	9	426.863
813005786	2	This crash occurred in the three northbound travel lanes of a five-lane divided Interstate just past an interchange area.  The travel lanes were asphalt with no surface defects.  The posted speed limit was 105 KmPH, 65mph.  Per the police report and both	48	9	426.863
813005846	1	Vehicle one, a 1989 Chevrolet pickup truck, was south on a two-way, two-lane rural U.S. highway, waiting to turn left at a T-intersection.  Vehicle two, a 1999 Western Star tractor pulling one fully loaded log trailer, was traveling south on the same high	48	9	688.372
813005846	2	Vehicle one, a 1989 Chevrolet pickup truck, was south on a two-way, two-lane rural U.S. highway, waiting to turn left at a T-intersection.  Vehicle two, a 1999 Western Star tractor pulling one fully loaded log trailer, was traveling south on the same high	48	9	688.372
813005906	1	Vehicle one was a 1994 Ford F250 pick up truck that had the bed removed and replaced with toolboxes and equipment racks. An electrical repair company used this vehicle and it was loaded with supplies, tools and equipment.  The son of the driver managed th	48	9	688.372
813005906	2	The crash occurred mid-morning, on a clear day.   Vehicle two was a 1998 Freightliner tractor pulling one empty 1993 Wabash van trailer. The conventional tractor had a sleeper berth. The vehicle was traveling north in the second lane of a six lane undivid	48	9	688.372
813005971	1	This crash occurred in early November at approximately 1800 hours.  The scene comprised of a north/south running, two-lane county road and an east/west running state highway with two travel lanes and one right turn lane just prior to the intersection.  Th	48	9	688.372
813005971	2	This crash occurred in early November at approximately 1800 hours.  The scene comprised of a north/south running, two-lane county road and an east/west running state highway with two travel lanes and one right turn lane just prior to the intersection.  Th	48	9	688.372
813006029	1	Vehicle one was a 1984 Chevrolet C10 pickup truck that was traveling east on a level two lane Federal highway. The driver stated he was traveling about 60 MPH, 97 KmPH. Vehicle two was a 1994 Volvo tractor pulling one empty 1995 Brenner tank trailer going	48	9	688.372
813006029	2	Vehicle one was a 1984 Chevrolet C10 pickup truck that was traveling east on a level two lane Federal highway. The driver stated he was traveling about 60 MPH, 97 KmPH. Vehicle two was a 1994 Volvo tractor pulling one empty 1995 Brenner tank trailer going	48	9	688.372
813006030	1	This crash occurred on a Friday in December at 1510 hours.  The roadway is a two-lane, east/west running, undivided rural county road.  The westbound lane is level and curves to the left.  The eastbound lane is level and curves right and has a negative gr	48	9	688.372
813006030	2	This crash occurred on a Friday in December at 1510 hours.  The roadway is a two-lane, east/west running, undivided rural county road.  The westbound lane is level and curves to the left.  The eastbound lane is level and curves right and has a negative gr	48	9	688.372
813006119	1	Vehicle 1 was a 1993 Peterbilt tractor pulling a 1998 enclosed van semi-trailer.  The trailer was loaded with 43,000 pounds of bricks.  The vehicle was exiting a state highway to travel west on a federal highway.  The one lane exit ramp had a sharp curve	48	9	426.863
813006120	1	The driver of the 1995 Chevrolet Tahoe Sport Utility Vehicle, a 24-year old female, was traveling south on a 2-lane undivided roadway approaching a bridge. She observed a 1989 Mack tractor-trailer approaching the bridge from the opposite direction. She sa	48	9	426.863
813006120	2	The driver of the 1989 Mack tractor pulling one logging semi-trailer, a 54-year old male, was traveling north on a 2-lane undivided roadway approaching a bridge. The trailer was loaded to capacity with logs. Prior to the bridge, the roadway curved to the	48	9	426.863
813006166	1	The driver of the 2000 Mitsubishi Mirage 2-door coupe, a 41-year old female, was traveling north on a 2-lane interstate divided by a grass median (4 lanes total) in the second (left) lane of travel. As the Mitsubishi approached a bridge, there were metal	48	9	197.543
813006166	2	The driver of the 2001 Chevrolet Astro van, a 29-year old male, was traveling north on a 2-lane interstate divided by a grass median (4 lanes total) in the second (left) lane of travel. As the Chevrolet approached a bridge, there were metal guardrails on	48	9	197.543
813006166	3	The driver of the empty 2000 Sterling dump truck, a 38-year old male, was traveling north on a 2-lane interstate divided by a grass median (4 lanes total) in the second (left) lane of travel. As the truck approached a bridge, there were metal guardrails o	48	9	197.543
813006166	4	The driver of the empty Ford straight dump truck, a 38-year old female, was traveling north on a 2-lane interstate divided by a grass median (4 lanes total) in the second (left) lane of travel. As the truck approached a bridge, there were metal guardrails	48	9	197.543
813006166	5	The driver of the 2003 International tractor pulling one flatbed trailer, a 45-year old male, was traveling north on a 2-lane interstate divided by a grass median (4 lanes total) in the second (left) lane of travel. The truck was filled to capacity with b	48	9	197.543
813006166	6	The driver of the 1997 International tractor pulling one empty closed van semi-trailer, a 33-year old male, was traveling north on a 2-lane interstate divided by a grass median (4 lanes total) in the second (left) lane of travel. As the truck approached a	48	9	197.543
813006166	7	The driver of the 2003 Freightliner tractor pulling one closed van semi-trailer, a 62-year old male, was traveling south on a 2-lane interstate divided by a grass median (4 lanes total) in the first lane of travel. The truck was filled to 50 percent capac	48	9	197.543
813006250	1	The day of this six-vehicle crash was a clear spring day.  The crash occurred on a federal highway at mid morning.  This highway was a four-lane road divided by a grass median.  The crash happened in the westbound lanes on a bridge. There was a guardrail	48	9	426.863
813006250	2	The day of this six-vehicle crash was a clear spring day.  The crash occurred on a federal highway at mid morning.  This highway was a four-lane road divided by a grass median.  The crash happened in the westbound lanes on a bridge. There was a guardrail	48	9	426.863
813006250	3	The day of this six-vehicle crash was a clear spring day.  The crash occurred on a federal highway at mid morning.  This highway was a four-lane road divided by a grass median.  The crash happened in the westbound lanes on a bridge. There was a guardrail	48	9	426.863
813006250	4	The day of this six-vehicle crash was a clear spring day.  The crash occurred on a federal highway at mid morning.  This highway was a four-lane road divided by a grass median.  The crash happened in the westbound lanes on a bridge. There was a guardrail	48	9	426.863
813006250	5	The day of this six-vehicle crash was a clear spring day.  The crash occurred on a federal highway at mid morning.  This highway was a four-lane road divided by a grass median.  The crash happened in the westbound lanes on a bridge. There was a guardrail	48	9	426.863
813006250	6	The day of this six-vehicle crash was a clear spring day.  The crash occurred on a federal highway at mid morning.  This highway was a four-lane road divided by a grass median.  The crash happened in the westbound lanes on a bridge. There was a guardrail	48	9	426.863
813006272	1	This crash occurred during the morning hours at the end of rush hour traffic on a two-lane undivided urban street in an industrial park area involving a 1994 Mack straight cement mixer truck (Vehicle #1) and a 2000 International dumpster garbage truck (Ve	48	9	426.863
813006272	2	This crash occurred during the morning hours at the end of rush hour traffic on a two-lane undivided urban street in an industrial park area involving a 1994 Mack straight cement mixer truck (Vehicle #1) and a 2000 International dumpster garbage truck (Ve	48	9	426.863
813006312	1	This crash occurred at 2252 hours on a four-lane, dry, bituminous, divided by a grass median federal highway.  There are two through lanes for each direction of travel.  The speed limit is posted at 89 KmPH, or 55 mph.  The roadway through the crash locat	48	9	197.543
813006312	2	This crash occurred at 2252 hours on a four-lane, dry, bituminous, divided by a grass median federal highway.  There are two through lanes for each direction of travel.  The speed limit is posted at 89 KmPH, or 55 mph.  The roadway through the crash locat	48	9	197.543
813006312	3	This crash occurred at 2252 hours on a four-lane, dry, bituminous, divided by a grass median federal highway.  There are two through lanes for each direction of travel.  The speed limit is posted at 89 KmPH, or 55 mph.  The roadway through the crash locat	48	9	197.543
813006312	4	This crash occurred at 2252 hours on a four-lane, dry, bituminous, divided by a grass median federal highway.  There are two through lanes for each direction of travel.  The speed limit is posted at 89 KmPH, or 55 mph.  The roadway through the crash locat	48	9	197.543
813006314	1	Case #2003-48-0007 CEAF, Page 14 Vehicle 1 - 1999 Mazda 626 4-door sedan  The driver of the 1999 Mazda 626 4-door sedan, a 45-year old female, was traveling south on a 2-lane interstate divided by a grass median (4 lanes total) in the second (left) lane o	48	9	426.863
813006314	2	Case #2003-48-0007 CEAF, Page 14 Vehicle 2 - 1999 Freightliner tractor pulling one closed van semi-trailer  The driver of the 1999 Freightliner tractor pulling one closed van semi-trailer, a 45-year old male, was traveling south on a 2-lane interstate div	48	9	426.863
813006332	1	The driver of the 1988 Cadillac DeVille 2-door coupe, a 23-year old male, was traveling west on a 2-lane undivided roadway approaching a concrete bridge. It was the early (predawn) hours of the morning, and the driver of the Cadillac had been awake for 22	48	9	426.863
813006332	2	The driver of the 2002 International tractor pulling one open-top van semi-trailer, a 52-year old male, was traveling east on a 2-lane undivided roadway, approaching a concrete bridge. The trailer was filled to capacity with solids in bulk. Approaching fr	48	9	426.863
814000041	1	Vehicle one, a 1996 Freightliner truck-tractor with one semi trailer, was traveling in the number four inside lane of an eight lane physically divided urban freeway with four travel lanes in each direction. The travel lanes were asphalt and dry at the tim	49	7	0
814000061	1	This crash occurred at 0940 hours on an urban roadway with a posted speed limit of 56KPH (e.g. 35 MPH).  It was daylight and raining at this time.  The roadway was divided by a raised center grassy median.  For vehicle one's northbound travel there were f	49	7	0
814000061	2	Vehicle two was a 1995 Western Star truck with a flat bed trailer hauling a load of roofing shingles. The driver was turning from the southbound lanes across vehicle one's path to go east and stated that the light had just turned to a green left turn arro	49	7	0
814000081	1	A two-vehicle crash occurred on an eight lane interstate freeway.  This freeway has four lanes in either direction with a concrete barrier separating the travel lanes.  This crash occurred on the westbound lanes.  The westbound travel lanes are in a sag i	49	7	0
814000081	2	A two-vehicle crash occurred on an eight lane interstate freeway.  This freeway has four lanes in either direction with a concrete barrier separating the travel lanes.  This crash occurred on the westbound lanes.  The westbound travel lanes are in a sag i	49	7	0
814000101	1	A two-vehicle crash occurred on an eight-lane divided interstate freeway.  This freeway has four lanes in either direction with a depressed grass median.  This crash occurred on the westbound lanes, which were straight and level.  There is a wide shoulder	49	7	0
814000101	2	A two-vehicle crash occurred on an eight-lane divided interstate freeway.  This freeway has four lanes in either direction with a depressed grass median.  This crash occurred on the westbound lanes, which were straight and level.  There is a wide shoulder	49	7	0
814000161	1	This crash occurred at 1735 hours on a Saturday in an interchange area with congested traffic.  The roadway was a divided six-lane, urban freeway with three travel lanes in each direction.  The posted speed limit was 97 KPH (e.g. 60 MPH) and the roadway w	49	7	50.061
814000161	2	This crash occurred at 1735 hours on a Saturday in an interchange area with congested traffic.  The roadway was a divided six-lane, urban freeway with three travel lanes in each direction.  The posted speed limit was 97 KPH (e.g. 60 MPH) and the roadway w	49	7	50.061
814000181	1	The driver of the 1994 Peterbilt tractor pulling one flatbed semi-trailer, a 55-year old male, was traveling west on a 4-lane interstate divided by a grass median (8 lanes total) in the second lane of travel. The trailer was loaded to 95 percent capacity	49	7	23.167
814000201	1	A two-vehicle daytime crash occurred at 0632 hours on an urban six-lane concrete divided-roadway that had a 4.7-meter wide (15.4-feet) grass median bordered by a concrete curb that separated the north/south travel lanes.  There were three travel lanes in	49	7	50.061
814000201	2	A two-vehicle daytime crash occurred at 0632 hours on an urban six-lane concrete divided-roadway that had a 4.7-meter wide (15.4-feet) grass median bordered by a concrete curb that separated the north/south travel lanes.  There were three travel lanes in	49	7	50.061
814000221	1	Vehicle one was a 2001 Freightliner tractor with a refrigerated van semi trailer.  It was traveling east on an eight-lane concrete interstate freeway.  The roadway was wet and was divided by a center grassy median.  It was raining and dark without street	49	7	23.167
814000241	1	A three-vehicle crash occurred in an interchange area on a two-lane on-ramp for a state highway.  This ramp is uphill and curves to the left.  The traffic on the ramp was stop and go at the time of the crash.  The speed limit for the ramp and state highwa	49	7	80.73
814000241	2	A three-vehicle crash occurred in an interchange area on a two-lane on-ramp for a state highway.  This ramp is uphill and curves to the left.  The traffic on the ramp was stop and go at the time of the crash.  The speed limit for the ramp and state highwa	49	7	80.73
814000241	3	A three-vehicle crash occurred in an interchange area on a two-lane on-ramp for a state highway.  This ramp is uphill and curves to the left.  The traffic on the ramp was stop and go at the time of the crash.  The speed limit for the ramp and state highwa	49	7	80.73
814000261	1	The driver of the 2000 Chevrolet Silverado pickup truck, a 51-year old male, was traveling east on a 4-lane interstate divided by a grass median (8 lanes total) in the first lane of travel. It was early morning, and traffic was heavy. Traffic in the first	49	7	50.061
814000261	2	The driver of the 2000 Toyota Solara 2-door coupe, a 49-year old male, was traveling east on a 4-lane interstate divided by a grass median (8 lanes total) in the first lane of travel. It was early morning, and traffic was heavy. Traffic in the first lane	49	7	50.061
814000261	3	The driver of the 1998 Lincoln Navigator Sport Utility Vehicle, a 33-year old female, was traveling east on a 4-lane interstate divided by a grass median (8 lanes total) in the first lane of travel. It was early morning, and traffic was heavy. Traffic in	49	7	50.061
814000261	4	The driver of the 1989 Ford F-series Super Duty pickup truck, a 49-year old male, was traveling east on a 4-lane interstate divided by a grass median (8 lanes total) in the first lane of travel. It was early morning, and traffic was heavy. Traffic in the	49	7	50.061
814000261	5	The driver of the 2001 Mack tractor pulling one closed van semi-trailer, a 35-year old male, was traveling east on a 4-lane interstate divided by a grass median (8 lanes total) in the second lane of travel. The truck driver was en route to making his firs	49	7	50.061
814000281	1	A two-vehicle crash occurred during morning hours on an urban six-lane divided concrete freeway. The crash occurred on the three northbound lanes.  A raised concrete median with a guardrail divides the roadway.  This crash occurred within an interchange a	49	7	0
814000281	2	A two-vehicle crash occurred during morning hours on an urban six-lane divided concrete freeway. The crash occurred on the three northbound lanes.  A raised concrete median with a guardrail divides the roadway.  This crash occurred within an interchange a	49	7	0
814000301	1	A three-vehicle crash occurred on a six-lane urban freeway with a wide center median.  There are three lanes in either direction. This crash occurred on the southbound lanes. The road was level, dry bituminous with paved shoulders on both sides. A steel g	49	7	23.167
814000301	2	A three-vehicle crash occurred on a six-lane urban freeway with a wide center median.  There are three lanes in either direction. This crash occurred on the southbound lanes. The road was level, dry bituminous with paved shoulders on both sides. A steel g	49	7	23.167
814000301	3	A three-vehicle crash occurred on a six-lane urban freeway with a wide center median.  There are three lanes in either direction. This crash occurred on the southbound lanes. The road was level, dry bituminous with paved shoulders on both sides. A steel g	49	7	23.167
814000321	1	This two-vehicle crash occurred on a two-lane interchange roadway.  This roadway is in a curve to the right for Vehicle one.  A raised concrete curb divides the road.  The road has a 48 KPH (30 MPH) speed limit through the curve.  The road is of asphalt c	49	7	80.73
814000321	2	This two-vehicle crash occurred on a two-lane interchange roadway.  This roadway is in a curve to the right for Vehicle one.  A raised concrete curb divides the road.  The road has a 48 KPH (30 MPH) speed limit through the curve.  The road is of asphalt c	49	7	80.73
