CaseID	VehicleNumber	PreEventMovement	ACRCriticalEvent	CriticalEventCat	ACRReason	ReasonCat	ACRAvoidance	ACRStability	ACRLocation	ACRRightOfWay	CrashCode	AccidentCat	ACRJackknife	ACRCargoshift	PSU	PSUStrata	RATWeight
806005720	1	5	53	3	0	0	1	1	1	88	21	2	0	0	9	8	756.035
806005720	2	1	50	3	101	1	7	1	2	88	20	2	0	0	9	8	756.035
806005734	1	1	13	2	199	4	99	1	4	88	1	1	0	0	9	8	756.035
806005814	1	1	125	9	0	0	2	1	1	88	98	13	0	0	9	8	468.821
806005814	2	1	52	3	123	3	3	2	1	88	28	2	0	0	9	8	468.821
806005814	3	1	53	3	0	0	3	2	1	88	29	2	0	0	9	8	468.821
806005874	1	1	98	7	125	3	99	3	2	2	64	6	0	0	9	8	216.96
806005874	2	1	125	9	0	0	99	9	1	1	98	13	0	0	9	8	216.96
806005874	3	1	54	3	0	0	9	1	1	1	65	6	0	0	9	8	216.96
806005979	1	1	50	3	119	2	1	1	6	88	32	2	0	0	9	8	0
806005979	2	0	54	3	0	0	0	0	0	88	32	2	0	0	9	8	0
806006034	1	15	8	1	142	4	98	3	4	88	7	7	0	0	9	8	468.821
806006034	2	1	125	9	0	0	1	1	1	1	98	13	0	0	9	8	468.821
806006134	1	2	17	2	113	2	1	1	1	2	87	5	0	0	9	8	756.035
806006134	2	1	66	4	0	0	2	1	1	1	86	5	0	0	9	8	756.035
806006194	1	14	12	2	100	1	1	1	4	88	6	7	0	0	9	8	756.035
807004025	1	1	12	2	101	1	1	1	4	88	6	7	0	0	11	6	0
807004125	1	98	10	2	109	1	1	1	2	2	50	3	0	0	11	6	21.198
807004125	2	1	62	4	0	0	2	1	1	1	51	3	0	0	11	6	21.198
807004126	1	1	71	4	0	0	3	2	2	1	86	5	0	0	11	6	125.127
807004126	2	5	17	2	122	3	1	1	7	2	87	5	0	0	11	6	125.127
807004209	1	1	9	1	149	4	99	4	2	2	62	9	0	0	11	6	68.691
807004209	2	1	62	4	0	0	9	2	1	1	62	9	0	0	11	6	68.691
807004325	1	1	83	5	0	0	98	2	2	1	13	11	0	0	11	6	21.198
807004390	1	5	15	2	122	3	99	1	2	2	82	10	0	0	11	6	21.198
807004390	2	1	125	9	0	0	9	2	2	1	98	13	0	0	11	6	21.198
807004390	3	1	66	4	0	0	1	1	2	1	83	10	0	0	11	6	21.198
807004589	1	1	52	3	120	3	2	1	1	88	28	2	0	0	11	6	125.127
807004589	2	1	125	9	0	0	2	1	1	88	98	13	0	0	11	6	125.127
807004589	3	1	125	9	0	0	2	1	1	88	98	13	0	0	11	6	125.127
807004589	4	15	53	3	0	0	3	2	2	88	29	2	0	0	11	6	125.127
807004645	1	6	6	1	143	4	2	4	6	2	98	13	0	0	11	6	68.691
807004645	2	1	61	4	0	0	8	1	2	1	98	13	0	0	11	6	68.691
807004685	1	2	17	2	113	2	1	1	1	2	89	5	0	0	11	6	125.127
807004685	2	1	66	4	0	0	8	1	1	1	88	5	0	0	11	6	125.127
807004809	1	1	17	2	120	3	3	2	1	2	86	5	0	0	11	6	68.691
807004809	2	5	66	4	0	0	1	1	1	1	87	5	0	0	11	6	68.691
807004845	1	15	80	5	0	0	1	1	2	1	13	11	0	0	11	6	21.198
807004925	1	1	90	6	0	0	98	2	1	88	15	11	0	0	11	6	125.127
807004925	2	1	60	4	0	0	98	2	1	1	98	13	0	0	11	6	125.127
807004985	1	5	125	9	0	0	1	1	2	2	98	13	0	0	11	6	68.691
807004985	2	2	125	9	0	0	1	1	1	1	98	13	0	0	11	6	68.691
807004985	3	2	125	9	0	0	1	1	1	1	98	13	0	0	11	6	68.691
807004985	4	1	13	2	540	5	98	2	4	88	2	1	0	0	11	6	68.691
807005025	1	2	80	5	0	0	1	1	1	1	13	11	0	0	11	6	68.691
807005026	1	1	6	1	120	3	6	3	4	88	2	1	0	0	11	6	125.127
807005027	1	1	5	1	509	6	99	3	4	88	32	2	0	0	11	6	0
807005027	2	0	60	4	0	0	0	0	0	88	32	2	0	0	11	6	0
807005129	1	2	67	4	0	0	8	1	2	1	81	10	0	0	11	6	68.691
807005129	2	5	16	2	113	2	1	1	1	2	80	10	0	0	11	6	68.691
807005165	1	1	125	9	0	0	99	1	1	88	98	13	0	0	11	6	21.198
807005165	2	1	98	7	138	3	1	1	1	88	0	13	0	0	11	6	21.198
807005185	1	1	51	3	100	1	1	1	1	88	24	2	0	0	11	6	125.127
807005185	2	1	53	3	0	0	1	1	1	88	25	2	0	0	11	6	125.127
807005329	1	3	53	3	199	4	99	1	2	2	25	2	0	0	11	6	21.198
807005329	2	17	125	9	0	0	8	1	2	1	98	13	0	0	11	6	21.198
807005329	3	1	51	3	0	0	3	2	1	1	24	2	0	0	11	6	21.198
807005330	1	1	17	2	110	2	99	9	2	2	87	5	0	0	11	6	21.198
807005330	2	1	66	4	0	0	3	2	2	1	86	5	0	0	11	6	21.198
807005465	1	10	90	6	112	2	1	1	2	88	15	11	0	0	11	6	68.691
807005525	1	1	12	2	101	1	3	2	4	88	6	7	0	0	11	6	68.691
807005605	1	1	13	2	111	2	1	1	4	88	1	1	0	0	11	6	125.127
807005649	1	1	51	3	199	4	1	1	1	88	24	2	0	0	11	6	68.691
807005649	2	1	53	3	0	0	1	1	1	88	25	2	0	0	11	6	68.691
807005712	1	1	60	4	142	4	98	4	2	88	98	13	0	0	11	6	125.127
807005713	1	14	6	1	140	3	7	4	6	88	98	13	0	0	11	6	125.127
807005714	1	14	6	1	140	3	8	4	2	2	48	12	0	0	11	6	125.127
807005714	2	1	61	4	0	0	2	1	1	1	48	12	0	0	11	6	125.127
807005785	1	2	10	2	113	2	2	1	2	2	68	4	0	0	11	6	125.127
807005785	2	1	62	4	0	0	98	2	1	1	69	4	0	0	11	6	125.127
807005786	1	1	1	1	200	5	2	2	4	88	2	1	0	0	11	6	125.127
807005831	1	14	6	1	142	4	9	4	2	2	48	12	0	0	11	6	125.127
807005831	2	14	60	4	0	0	98	1	1	1	48	12	0	0	11	6	125.127
807005946	1	1	13	2	101	1	1	1	4	88	1	1	0	0	11	6	125.127
807005947	1	5	15	2	113	2	1	1	2	2	82	10	0	0	11	6	68.691
807005947	2	5	125	9	0	0	3	2	2	2	98	13	0	0	11	6	68.691
807005947	3	2	67	4	0	0	98	4	2	1	83	10	0	0	11	6	68.691
807005948	1	1	17	2	110	2	1	1	1	2	87	5	0	0	11	6	21.198
807005948	2	1	66	4	0	0	98	2	1	1	86	5	0	0	11	6	21.198
807006248	1	1	52	3	111	2	9	1	1	88	28	2	0	0	11	6	125.127
807006248	2	1	53	3	0	0	1	1	1	88	29	2	0	0	11	6	125.127
807006248	3	2	125	9	0	0	2	1	1	1	98	13	0	0	11	6	125.127
807006265	1	1	6	1	120	3	2	4	2	2	48	12	0	0	11	6	68.691
807006265	2	1	60	4	0	0	9	1	2	1	48	12	0	0	11	6	68.691
807006325	1	2	15	2	0	0	1	1	2	1	72	4	0	0	11	6	125.127
807006325	2	1	52	3	124	3	2	1	2	2	73	4	0	0	11	6	125.127
808004021	1	1	17	2	530	7	3	2	1	2	83	10	0	0	12	5	0
808004021	2	5	66	4	0	0	1	1	2	1	82	10	0	0	12	5	0
808004226	1	14	100	1	203	5	2	1	1	88	98	13	0	1	12	5	292.312
808004227	1	1	50	3	111	2	1	1	1	88	20	2	0	0	12	5	160.472
808004227	2	0	53	3	0	0	0	0	0	88	21	2	0	0	12	5	160.472
808004228	1	1	15	2	110	2	1	1	2	2	68	4	0	0	12	5	292.312
808004228	2	1	62	4	0	0	3	2	2	1	69	4	0	0	12	5	292.312
808004361	1	17	13	2	122	3	9	2	4	88	1	1	0	0	12	5	160.472
808004361	2	1	125	9	0	0	1	1	1	88	98	13	0	0	12	5	160.472
808004361	3	1	125	9	0	0	1	1	1	88	98	13	0	0	12	5	160.472
808004521	1	15	13	2	128	3	98	3	4	88	32	2	0	0	12	5	0
808004521	2	0	60	4	0	0	0	0	0	88	32	2	0	0	12	5	0
808004725	1	11	15	2	199	4	99	1	2	2	68	4	0	0	12	5	160.472
808004725	2	1	62	4	0	0	3	2	1	1	69	4	0	0	12	5	160.472
808005489	1	1	51	3	199	4	98	2	2	88	24	2	0	0	12	5	160.472
808005489	2	1	53	3	0	0	11	1	1	88	25	2	0	0	12	5	160.472
808005602	1	1	12	2	101	1	1	1	4	88	6	7	0	0	12	5	0
808005621	1	14	125	9	0	0	8	2	4	88	98	13	0	0	12	5	292.312
808005621	2	17	98	7	142	4	7	2	2	88	98	13	0	0	12	5	292.312
808005724	1	98	11	2	199	4	1	1	7	2	89	5	0	0	12	5	160.472
808005724	2	1	71	4	0	0	98	2	2	1	88	5	0	0	12	5	160.472
808005785	1	1	125	9	0	0	98	2	2	1	98	13	0	0	12	5	49.52
808005785	2	6	10	2	199	4	1	1	2	2	47	12	0	0	12	5	49.52
808005785	3	1	61	4	0	0	1	1	1	1	45	12	0	0	12	5	49.52
808005786	1	1	52	3	119	2	3	2	1	88	28	2	0	0	12	5	49.52
808005786	2	2	53	3	0	0	10	1	1	88	29	2	0	0	12	5	49.52
808006003	1	1	13	2	101	1	1	1	4	88	1	1	0	0	12	5	49.52
808006085	1	1	51	3	113	2	1	1	1	88	24	2	0	0	12	5	160.472
808006085	2	1	53	3	0	0	1	1	1	88	25	2	0	0	12	5	160.472
808006121	1	1	61	4	0	0	3	2	2	1	48	12	0	0	12	5	292.312
808006121	2	14	6	1	120	3	1	3	2	2	48	12	0	0	12	5	292.312
808006241	1	1	125	9	0	0	1	1	1	88	98	13	0	0	12	5	160.472
808006241	2	14	13	2	110	2	1	1	4	88	1	1	0	0	12	5	160.472
808006265	1	1	98	7	108	1	1	1	2	2	64	6	0	0	12	5	0
808006265	2	1	125	9	0	0	9	1	4	88	98	13	0	0	12	5	0
808006265	3	1	54	3	0	0	9	1	1	1	65	6	0	0	12	5	0
808006301	1	6	61	4	0	0	10	1	1	1	45	12	0	0	12	5	160.472
808006301	2	1	10	2	143	4	6	4	2	2	47	12	1	0	12	5	160.472
808006401	1	6	8	1	142	4	99	2	2	2	64	6	0	0	12	5	292.312
808006401	2	1	62	4	0	0	9	1	2	1	65	6	0	0	12	5	292.312
808006445	1	1	17	2	113	2	1	1	1	2	86	5	0	0	12	5	160.472
808006445	2	1	125	9	0	0	9	1	4	88	98	13	0	0	12	5	160.472
808006445	3	1	125	9	0	0	9	1	4	88	98	13	0	0	12	5	160.472
808006445	4	1	66	4	0	0	1	1	1	1	87	5	0	0	12	5	160.472
808006501	1	1	13	2	101	1	1	1	4	88	0	13	0	0	12	5	0
808006705	1	1	12	2	119	2	9	1	4	88	6	7	0	0	12	5	292.312
809003721	1	1	10	2	100	1	1	1	2	2	64	6	0	0	13	6	41.321
809003721	2	1	62	4	0	0	1	1	1	1	65	6	0	0	13	6	41.321
809003721	3	1	125	9	0	0	98	2	1	1	98	13	0	0	13	6	41.321
809003801	1	17	61	4	0	0	3	4	4	1	7	7	0	0	13	6	243.914
809003861	1	1	1	1	200	5	2	4	4	88	7	7	0	0	13	6	41.321
809003921	1	15	125	9	0	0	1	2	1	88	98	13	0	0	13	6	243.914
809003921	2	15	18	2	0	0	1	2	1	88	29	2	0	0	13	6	243.914
809003921	3	1	52	3	120	3	2	2	1	88	28	2	0	0	13	6	243.914
809004346	1	5	17	2	199	4	1	1	1	2	87	5	0	0	13	6	41.321
809004346	2	3	66	4	0	0	3	2	1	1	86	5	0	0	13	6	41.321
809004381	1	1	50	3	111	2	6	1	1	88	20	2	0	0	13	6	133.902
809004381	2	0	53	3	0	0	0	0	0	88	21	2	0	0	13	6	133.902
809004566	1	1	56	3	0	0	3	2	1	1	88	5	0	0	13	6	133.902
809004566	2	5	98	7	122	3	10	1	2	2	89	5	0	0	13	6	133.902
809004621	1	1	51	3	111	2	1	1	1	88	24	2	0	0	13	6	243.914
809004621	2	3	53	3	0	0	1	1	1	88	25	2	0	0	13	6	243.914
810003305	1	5	15	2	113	2	1	1	2	2	13	11	0	0	41	7	0
810003525	1	1	80	5	113	2	3	2	1	1	13	11	0	0	41	7	111.86
810003525	2	1	125	9	0	0	8	1	1	1	98	13	0	0	41	7	111.86
810004082	1	1	1	1	200	5	9	3	2	88	42	8	0	0	41	7	69.365
810004082	2	1	60	4	0	0	2	1	1	88	42	8	0	0	41	7	69.365
810004122	1	17	50	3	120	3	98	2	2	1	88	5	0	0	41	7	69.365
810004122	2	1	125	9	0	0	98	2	1	1	98	13	0	0	41	7	69.365
810004122	3	17	53	3	0	0	1	1	2	2	89	5	0	0	41	7	69.365
810004262	1	1	125	9	0	0	98	2	2	1	98	13	0	0	41	7	111.86
810004262	2	1	10	2	127	3	8	1	2	2	47	12	0	0	41	7	111.86
810004262	3	1	61	4	0	0	6	1	1	1	45	12	0	0	41	7	111.86
810004285	1	6	60	4	0	0	3	2	1	1	71	4	0	0	41	7	111.86
810004285	2	15	16	2	125	3	1	1	2	2	70	4	0	0	41	7	111.86
810004382	1	1	13	2	101	1	1	1	4	88	1	1	0	0	41	7	69.365
810004422	1	1	62	4	0	0	99	9	1	1	69	4	0	0	41	7	32.101
810004422	2	5	15	2	113	2	1	1	2	2	68	4	0	0	41	7	32.101
810004423	1	6	61	4	0	0	6	1	2	1	45	12	0	0	41	7	111.86
810004423	2	1	10	2	127	3	8	1	2	2	47	12	0	0	41	7	111.86
810004522	1	1	52	3	100	1	3	2	1	88	28	2	0	0	41	7	69.365
810004522	2	1	53	3	0	0	1	1	1	88	29	2	0	0	41	7	69.365
810004622	1	1	98	7	0	0	98	2	2	1	69	4	0	0	41	7	111.86
810004622	2	2	98	7	125	3	1	1	2	2	68	4	0	0	41	7	111.86
810004723	1	15	51	3	128	3	1	1	2	88	24	2	0	0	41	7	111.86
810004723	2	1	53	3	0	0	1	1	1	88	25	2	0	0	41	7	111.86
810004723	3	1	125	9	0	0	1	1	1	1	98	13	0	0	41	7	111.86
810004822	1	1	50	3	199	4	1	1	1	88	20	2	0	0	41	7	111.86
810004822	2	5	53	3	0	0	1	1	1	88	21	2	0	0	41	7	111.86
810004848	1	2	15	2	118	2	1	1	2	2	68	4	0	0	41	7	32.101
810004848	2	1	62	4	0	0	9	1	2	1	69	4	0	0	41	7	32.101
810004882	1	1	51	3	119	2	1	1	1	88	24	2	0	0	41	7	32.101
810004882	2	1	53	3	0	0	1	1	1	88	25	2	0	0	41	7	32.101
810004944	1	1	10	2	113	2	1	1	2	2	47	12	0	0	41	7	69.365
810004944	2	1	125	9	0	0	9	1	1	1	98	13	0	0	41	7	69.365
810004944	3	1	61	4	0	0	1	1	1	1	45	12	0	0	41	7	69.365
810004944	4	1	125	9	0	0	1	1	1	1	98	13	0	0	41	7	69.365
810005026	1	5	83	5	113	2	1	1	1	2	92	13	0	0	41	7	111.86
810005042	1	5	80	5	113	2	1	1	1	2	92	13	0	0	41	7	32.101
810005106	1	17	13	2	143	4	98	2	4	88	3	1	0	0	41	7	69.365
810005107	1	15	11	2	113	2	1	1	2	2	46	12	0	0	41	7	32.101
810005107	2	1	60	4	0	0	1	1	1	1	45	12	0	0	41	7	32.101
810005122	1	99	15	2	199	4	1	1	2	2	68	4	0	0	41	7	32.101
810005122	2	1	62	4	0	0	98	2	2	1	69	4	0	0	41	7	32.101
810005162	1	1	1	1	200	5	99	4	2	2	47	12	0	0	41	7	111.86
810005162	2	1	125	9	0	0	99	9	1	1	98	13	0	0	41	7	111.86
810005162	3	1	125	9	0	0	8	1	2	1	98	13	0	0	41	7	111.86
810005162	4	1	61	4	0	0	98	2	1	1	45	12	0	0	41	7	111.86
810005247	1	1	50	3	128	3	3	2	1	88	20	2	0	0	41	7	111.86
810005247	2	5	53	3	0	0	1	1	1	88	21	2	0	0	41	7	111.86
810005302	1	1	10	2	122	3	1	1	2	2	29	2	0	0	41	7	69.365
810005302	2	1	61	4	0	0	99	9	1	1	28	2	0	0	41	7	69.365
810005303	1	1	60	4	0	0	3	2	1	1	45	12	0	0	41	7	69.365
810005303	2	1	11	2	113	2	1	1	2	2	46	12	0	0	41	7	69.365
810005304	1	1	52	3	119	2	99	9	1	88	28	2	0	0	41	7	69.365
810005304	2	17	53	3	0	0	2	1	1	88	29	2	0	0	41	7	69.365
810005304	3	16	125	9	0	0	1	1	6	2	98	13	0	0	41	7	69.365
810005422	1	6	61	4	0	0	98	2	2	1	73	4	0	0	41	7	69.365
810005422	2	2	10	2	113	2	1	1	2	2	72	4	0	0	41	7	69.365
810005467	1	15	10	2	142	4	6	1	2	2	47	12	0	0	41	7	111.86
810005467	2	1	61	4	0	0	1	1	1	1	45	12	0	0	41	7	111.86
810005468	1	1	125	9	0	0	3	2	1	1	98	13	0	0	41	7	32.101
810005468	2	1	10	2	110	2	98	4	2	2	7	7	1	0	41	7	32.101
810005468	3	1	125	9	0	0	98	2	2	1	98	13	0	0	41	7	32.101
810005482	1	1	53	3	0	0	2	1	1	88	29	2	0	0	41	7	69.365
810005482	2	1	125	9	0	0	9	1	2	88	98	13	0	0	41	7	69.365
810005482	3	1	52	3	123	3	8	1	1	88	28	2	0	0	41	7	69.365
810005502	1	15	60	4	0	0	3	2	2	1	71	4	0	0	41	7	111.86
810005502	2	15	16	2	124	3	1	1	2	2	70	4	0	0	41	7	111.86
810005522	1	2	53	3	0	0	1	1	1	88	98	13	0	0	41	7	69.365
810005522	2	2	125	9	0	0	2	1	1	1	98	13	0	0	41	7	69.365
810005522	3	15	7	1	120	3	98	4	2	88	98	13	1	0	41	7	69.365
810005548	1	15	80	5	0	0	1	1	2	1	13	11	0	0	41	7	32.101
810005562	1	5	53	3	0	0	1	1	1	88	21	2	0	0	41	7	69.365
810005562	2	5	125	9	0	0	1	1	1	88	98	13	0	0	41	7	69.365
810005562	3	1	50	3	120	3	98	2	1	88	20	2	0	0	41	7	69.365
810005647	1	14	6	1	140	3	8	4	2	88	2	1	1	0	41	7	69.365
810005767	1	11	80	5	113	2	1	1	2	2	13	11	0	0	41	7	32.101
810005847	1	1	13	2	100	1	1	1	4	88	1	1	0	0	41	7	69.365
810005907	1	1	8	1	110	2	8	2	4	88	8	7	0	0	41	7	69.365
810005908	1	14	12	2	119	2	3	2	4	88	6	7	0	0	41	7	69.365
810005942	1	1	8	1	143	4	8	4	4	88	7	7	0	0	41	7	111.86
810005942	2	1	125	9	0	0	98	2	1	1	98	13	0	0	41	7	111.86
811004002	1	5	125	9	0	0	1	1	1	88	98	13	0	0	43	9	0
811004002	2	1	62	4	0	0	2	2	1	1	69	4	0	0	43	9	0
811004002	3	2	15	2	138	3	10	1	2	2	68	4	0	0	43	9	0
811004028	1	1	53	3	0	0	1	1	1	88	25	2	0	0	43	9	0
811004028	2	1	51	3	100	1	1	1	1	88	24	2	0	0	43	9	0
811004042	1	1	11	2	113	2	1	1	2	2	46	12	0	0	43	9	0
811004042	2	1	60	4	0	0	1	1	1	1	45	12	0	0	43	9	0
811004068	1	1	12	2	110	2	98	4	4	88	8	7	0	0	43	9	0
811004182	1	6	60	4	0	0	1	1	1	1	45	12	0	0	43	9	0
811004182	2	1	11	2	113	2	1	1	2	2	46	12	0	0	43	9	0
811004206	1	1	62	4	0	0	9	2	1	1	65	6	0	0	43	9	0
811004206	2	1	10	2	100	1	1	1	2	2	64	6	0	0	43	9	0
811004223	1	17	13	2	110	2	9	4	4	88	2	1	0	0	43	9	0
811004223	2	1	125	9	0	0	3	2	1	1	98	13	0	0	43	9	0
811004302	1	2	6	1	140	3	1	1	2	88	98	13	0	0	43	9	127.503
811004322	1	6	98	7	122	3	1	1	6	2	98	13	0	0	43	9	59.006
811004322	2	1	98	7	0	0	1	1	1	1	98	13	0	0	43	9	59.006
811004322	3	1	125	9	0	0	9	2	1	1	98	13	0	0	43	9	59.006
811004362	1	1	61	4	0	0	98	4	4	1	7	7	0	0	43	9	205.616
811004363	1	1	62	4	0	0	3	2	1	1	81	10	0	0	43	9	205.616
811004363	2	5	16	2	143	4	1	1	2	2	80	10	0	0	43	9	205.616
811004502	1	5	15	2	110	2	1	1	2	2	68	4	0	0	43	9	127.503
811004502	2	1	62	4	0	0	3	2	1	1	69	4	0	0	43	9	127.503
811004542	1	1	10	2	110	2	98	4	2	2	48	12	0	0	43	9	127.503
811004542	2	2	61	4	0	0	1	1	1	1	48	12	0	0	43	9	127.503
811004602	1	15	18	2	139	3	1	1	1	88	29	2	0	0	43	9	59.006
811004602	2	1	52	3	0	0	3	2	1	88	28	2	0	0	43	9	59.006
811004822	1	2	17	2	125	3	3	2	2	2	88	5	0	0	43	9	205.616
811004822	2	2	66	4	0	0	1	1	1	1	89	5	0	0	43	9	205.616
811004905	1	2	17	2	113	2	1	1	1	2	89	5	0	0	43	9	59.006
811004905	2	1	66	4	0	0	98	2	1	1	88	5	0	0	43	9	59.006
811005022	1	1	17	2	110	2	3	2	1	2	88	5	0	0	43	9	127.503
811005022	2	5	66	4	0	0	1	1	1	1	89	5	0	0	43	9	127.503
811005122	1	1	13	2	101	1	1	1	4	88	32	2	0	0	43	9	0
811005122	2	98	60	4	0	0	1	1	5	88	32	2	0	0	43	9	0
811005222	1	1	52	3	112	2	1	1	1	88	28	2	0	0	43	9	205.616
811005222	2	1	53	3	0	0	1	1	1	88	29	2	0	0	43	9	205.616
811005442	1	14	6	1	140	3	2	8	4	88	7	7	0	0	43	9	127.503
811005482	1	1	17	2	110	2	3	2	1	2	83	10	0	0	43	9	205.616
811005482	2	5	15	2	0	0	10	1	2	1	82	10	0	0	43	9	205.616
811005582	1	14	6	1	140	3	2	8	2	88	98	13	0	0	43	9	127.503
811005648	1	1	53	3	0	0	3	2	1	88	21	2	0	0	43	9	127.503
811005648	2	1	125	9	0	0	3	2	1	88	98	13	0	0	43	9	127.503
811005648	3	1	50	3	123	3	2	1	1	88	20	2	0	0	43	9	127.503
811005662	1	17	10	2	127	3	6	1	2	2	64	6	0	0	43	9	127.503
811005662	2	1	62	4	0	0	98	2	1	1	65	6	0	0	43	9	127.503
811005663	1	2	62	4	0	0	1	1	1	1	69	4	0	0	43	9	127.503
811005663	2	4	15	2	124	3	1	1	2	2	68	4	0	0	43	9	127.503
811005762	1	5	15	2	0	0	1	1	2	1	82	10	0	0	43	9	127.503
811005762	2	1	67	4	113	2	3	2	1	2	83	10	0	0	43	9	127.503
811005802	1	1	1	1	200	5	3	4	2	88	98	13	0	0	43	9	127.503
811005862	1	1	52	3	0	0	3	2	1	88	98	13	0	0	43	9	127.503
811005862	2	1	125	9	0	0	98	2	2	88	98	13	0	0	43	9	127.503
811005862	3	1	18	2	128	3	3	2	1	88	0	13	0	0	43	9	127.503
811005902	1	2	53	3	0	0	1	1	2	88	31	2	0	0	43	9	127.503
811005902	2	1	52	3	110	2	1	1	1	88	28	2	0	0	43	9	127.503
811006042	1	5	15	2	118	2	1	1	2	2	68	4	0	0	43	9	205.616
811006042	2	1	62	4	0	0	2	1	1	1	69	4	0	0	43	9	205.616
811006088	1	2	15	2	113	2	1	1	2	2	68	4	0	0	43	9	59.006
811006088	2	1	62	4	0	0	98	2	1	1	69	4	0	0	43	9	59.006
811006089	1	1	66	4	0	0	1	1	1	1	87	5	0	0	43	9	205.616
811006089	2	1	17	2	124	3	3	2	1	2	86	5	0	0	43	9	205.616
811006142	1	1	60	4	0	0	1	1	1	1	45	12	0	0	43	9	127.503
811006142	2	1	11	2	113	2	1	1	2	2	46	12	0	0	43	9	127.503
811006242	1	3	80	5	0	0	1	1	1	1	13	11	0	0	43	9	59.006
811006282	1	1	125	9	0	0	99	9	1	1	98	13	0	0	43	9	127.503
811006282	2	1	125	9	0	0	1	1	1	1	98	13	0	0	43	9	127.503
811006282	3	16	10	2	120	3	99	4	2	2	32	2	0	0	43	9	127.503
811006282	4	1	61	4	0	0	2	1	1	1	32	2	0	0	43	9	127.503
811006302	1	3	10	2	113	2	1	1	2	2	47	12	0	0	43	9	127.503
811006302	2	1	125	9	0	0	99	9	1	1	98	13	0	0	43	9	127.503
811006302	3	1	61	4	0	0	98	1	1	1	45	12	0	0	43	9	127.503
811006402	1	2	6	1	120	3	3	4	4	88	7	7	0	0	43	9	127.503
811006442	1	6	11	2	122	3	1	1	2	2	32	2	0	0	43	9	59.006
811006442	2	1	60	4	0	0	1	1	1	1	32	2	0	0	43	9	59.006
811006482	1	2	15	2	119	2	1	1	2	2	82	10	0	0	43	9	59.006
811006482	2	1	67	4	0	0	98	2	1	1	83	10	0	0	43	9	59.006
811006483	1	0	53	3	0	0	0	0	0	88	21	2	0	0	43	9	127.503
811006483	2	1	1	1	200	5	8	2	2	88	20	2	0	0	43	9	127.503
811006668	1	1	17	2	119	2	1	1	1	2	87	5	0	0	43	9	205.616
811006668	2	1	66	4	0	0	3	2	1	1	86	5	0	0	43	9	205.616
811006762	1	1	66	4	0	0	6	1	1	1	87	5	0	0	43	9	205.616
811006762	2	1	125	9	0	0	3	2	1	1	98	13	0	0	43	9	205.616
811006762	3	1	17	2	201	5	3	2	2	2	86	5	0	0	43	9	205.616
811006962	1	15	13	2	111	2	1	1	4	88	1	1	0	0	43	9	59.006
811006962	2	1	125	9	0	0	98	2	1	1	98	13	0	0	43	9	59.006
812003431	1	2	125	9	0	0	1	1	1	88	98	13	0	0	45	8	0
812003431	2	2	53	3	0	0	1	1	1	88	21	2	0	0	45	8	0
812003431	3	1	50	3	111	2	9	2	1	88	20	2	0	0	45	8	0
812003555	1	1	6	1	999	99	3	2	4	88	2	1	0	1	45	8	0
812003571	1	1	13	2	100	1	1	1	4	88	1	1	0	0	45	8	0
812003611	1	98	13	2	101	1	1	1	4	88	1	1	0	0	45	8	0
812003611	2	5	125	9	0	0	1	1	1	88	98	13	0	0	45	8	0
812003756	1	1	70	4	0	0	2	2	1	1	79	10	0	0	45	8	131.148
812003756	2	2	16	2	122	3	1	1	7	2	78	10	0	0	45	8	131.148
812003951	1	1	61	4	0	0	98	2	1	1	45	12	0	0	45	8	131.148
812003951	2	1	10	2	113	2	1	1	2	2	47	12	0	0	45	8	131.148
812004011	1	2	51	3	110	2	8	2	1	88	24	2	0	0	45	8	131.148
812004011	2	5	53	3	0	0	1	1	1	88	25	2	0	0	45	8	131.148
812004112	1	14	62	4	0	0	7	1	1	1	81	10	0	0	45	8	131.148
812004112	2	5	16	2	113	2	9	2	2	2	80	10	0	0	45	8	131.148
812004119	1	2	53	3	299	5	1	1	1	88	25	2	0	0	45	8	60.692
812004119	2	15	52	3	0	0	3	2	1	88	24	2	0	0	45	8	60.692
812004171	1	1	50	3	120	3	98	2	1	88	20	2	0	0	45	8	211.494
812004171	2	5	53	3	0	0	1	1	1	88	22	2	0	0	45	8	211.494
812004271	1	1	61	4	0	0	11	1	2	1	73	4	0	0	45	8	131.148
812004271	2	15	10	2	113	2	1	1	2	2	72	4	0	0	45	8	131.148
812004311	1	98	8	1	142	4	7	3	2	2	70	4	0	0	45	8	211.494
812004311	2	1	60	4	0	0	98	2	1	1	71	4	0	0	45	8	211.494
812004351	1	3	8	1	143	4	8	3	2	88	7	7	1	0	45	8	131.148
812004352	1	1	50	3	100	1	6	1	1	88	20	2	0	0	45	8	211.494
812004352	2	5	53	3	0	0	1	1	1	88	21	2	0	0	45	8	211.494
812004411	1	14	6	1	140	3	3	8	2	88	98	13	0	0	45	8	131.148
812004451	1	5	125	9	0	0	3	1	1	88	98	13	0	0	45	8	211.494
812004451	2	1	125	9	0	0	2	1	1	88	98	13	0	0	45	8	211.494
812004451	3	1	7	1	143	4	6	3	2	88	2	1	1	0	45	8	211.494
812004451	4	1	125	9	0	0	2	1	1	88	98	13	0	0	45	8	211.494
812004451	5	1	125	9	0	0	9	1	2	88	98	13	0	0	45	8	211.494
812004471	1	1	60	4	0	0	1	1	1	1	45	12	0	0	45	8	131.148
