CaseID	VehicleNumber	RoadRelation	Junction	Interchange	ENVTrafficFlow	FlowRestriction	IntersectionType	TravelLanes	AccessControl	Signage	FunctionalClass	Daylight	TrafficControl	Railroad	Functioning	RoadwayClass	RoadAlignment	RoadProfile	RoadSurface	SurfaceCondition	SurfaceDefect	DesignDefect	ShoulderType	ShoulderWidth	RumbleStrip	SightLineRestriction	SightLineDistance	AASHTODistance	ENVNoConditions	ENVRain	ENVSnow	ENVFog	ENVWindGusts	ENVHail	ENVSleet	ENVDust	ENVOtherConditions	PSU	PSUStrata	RATWeight
813006166	3	1	1	0	1	0	0	2	1	1	8	1	0	0	0	8	1	1	2	2	0	0	2	2	0	1	8887	8887	0	1	0	0	0	0	0	0	0	48	9	197.543
813006166	4	1	1	0	1	0	0	2	1	1	8	1	0	0	0	8	1	1	2	2	0	0	2	2	0	1	8887	8887	0	1	0	0	0	0	0	0	0	48	9	197.543
813006166	5	1	1	0	1	0	0	2	1	1	8	1	0	0	0	8	1	1	2	2	0	0	2	2	0	1	8887	8887	0	1	0	0	0	0	0	0	0	48	9	197.543
813006166	6	1	1	0	1	0	0	2	1	1	8	1	0	0	0	8	1	1	2	2	0	0	2	2	0	1	8887	8887	0	1	0	0	0	0	0	0	0	48	9	197.543
813006166	7	1	1	0	1	0	0	2	1	1	8	1	0	0	0	8	1	1	2	2	0	0	2	4	0	1	8887	8887	0	1	0	0	0	0	0	0	0	48	9	197.543
813006250	1	1	1	0	2	1	0	2	2	2	4	1	98	2	2	3	1	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006250	2	1	1	0	2	1	0	2	2	2	4	1	98	2	2	3	1	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006250	3	1	1	0	2	1	0	2	2	2	4	1	98	2	2	3	1	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006250	4	1	1	0	2	1	0	2	2	2	4	1	98	2	2	3	1	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006250	5	1	1	0	2	1	0	2	2	2	4	1	98	2	2	3	1	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006250	6	1	1	0	2	1	0	2	2	2	4	1	98	2	2	3	1	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006272	1	1	4	0	4	0	88	2	2	6	13	1	0	0	0	11	1	1	2	1	0	0	2	2	6	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006272	2	1	4	0	4	0	88	2	2	6	13	1	0	0	0	11	1	1	2	1	0	0	2	2	6	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006312	1	1	1	0	1	0	0	2	2	2	10	2	0	0	0	8	3	1	2	1	0	0	4	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	197.543
813006312	2	1	1	0	1	0	0	2	2	2	10	2	0	0	0	8	2	1	2	1	0	0	4	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	197.543
813006312	3	1	1	0	1	0	0	2	2	2	10	2	0	0	0	8	2	1	2	1	0	0	4	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	197.543
813006312	4	1	1	0	1	0	0	2	2	2	10	2	0	0	0	8	2	1	2	1	0	0	4	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	197.543
813006314	1	1	1	0	1	0	0	2	1	1	1	1	0	0	0	2	1	1	2	1	0	0	2	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006314	2	1	1	0	1	0	0	2	1	1	1	1	0	0	0	2	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006332	1	1	1	0	4	0	0	2	2	2	4	2	0	0	0	5	1	1	1	1	0	0	4	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
813006332	2	1	1	0	4	0	0	2	2	2	4	2	0	0	0	5	1	1	1	1	0	0	4	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	48	9	426.863
814000041	1	1	1	0	2	0	0	4	1	1	8	3	0	0	0	7	1	2	2	1	0	0	1	9	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	0
814000061	1	1	3	0	1	0	1	4	2	6	10	1	1	0	2	9	1	1	2	2	0	0	0	0	0	1	8887	8887	0	1	0	0	0	0	0	0	0	49	7	0
814000061	2	1	3	0	1	0	1	5	2	6	10	1	1	0	2	9	1	1	2	2	0	0	0	0	0	1	8887	8887	0	1	0	0	0	0	0	0	0	49	7	0
814000081	1	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	3	5	1	1	0	0	2	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	0
814000081	2	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	3	5	1	1	0	0	2	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	0
814000101	1	1	1	0	1	0	0	4	1	1	8	1	0	0	0	7	1	1	1	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	0
814000101	2	1	1	0	3	0	0	4	1	1	8	1	0	0	0	7	1	1	1	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	0
814000161	1	1	5	1	2	0	0	3	1	1	8	1	0	0	0	7	1	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	49	7	50.061
814000161	2	1	5	1	2	0	0	3	1	1	8	1	0	0	0	7	1	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	49	7	50.061
814000181	1	1	1	0	1	0	0	4	1	1	8	5	0	0	0	7	1	4	1	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	23.167
814000201	1	1	1	0	1	0	0	3	2	6	10	1	0	0	0	9	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000201	2	1	1	0	1	0	0	3	2	6	10	1	0	0	0	9	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000221	1	4	1	0	2	0	0	4	1	1	8	2	0	0	0	7	1	1	1	2	0	0	2	4	0	1	8887	8887	0	1	0	0	0	0	0	0	0	49	7	23.167
814000241	1	1	5	1	3	4	0	2	1	3	9	1	0	0	0	8	3	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
814000241	2	1	5	1	3	4	0	2	1	3	9	1	0	0	0	8	3	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
814000241	3	1	5	1	3	4	0	2	1	3	9	1	0	0	0	8	3	1	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
814000261	1	1	1	0	1	4	0	4	1	1	8	1	0	0	0	7	1	3	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000261	2	1	1	0	1	4	0	4	1	1	8	1	0	0	0	7	1	3	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000261	3	1	1	0	1	4	0	4	1	1	8	1	0	0	0	7	1	3	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000261	4	1	1	0	1	4	0	4	1	1	8	1	0	0	0	7	1	3	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000261	5	1	1	0	1	0	0	4	1	1	8	1	0	0	0	7	1	3	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000281	1	1	15	1	2	0	0	3	1	2	9	1	0	0	0	7	3	2	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	0
814000281	2	1	15	1	2	0	0	3	1	2	9	1	0	0	0	7	3	2	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	0
814000301	1	2	1	0	2	4	0	3	1	3	9	3	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	23.167
814000301	2	1	1	0	2	4	0	3	1	3	9	3	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	23.167
814000301	3	1	1	0	1	4	0	3	1	3	9	3	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	23.167
814000321	1	1	5	1	1	0	0	2	1	3	9	1	0	0	0	8	2	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
814000321	2	1	5	1	1	0	0	2	1	3	10	1	0	0	0	8	3	2	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
814000341	1	1	1	0	2	0	0	5	1	1	8	3	0	0	0	7	1	2	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000341	2	1	1	0	2	0	0	5	1	1	8	3	0	0	0	7	1	2	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814000361	1	1	15	1	3	0	0	2	1	1	8	3	0	0	0	8	3	9	2	2	0	9	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	23.167
814000381	1	1	2	0	1	0	1	5	2	6	10	3	1	0	2	9	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	23.167
814000381	2	1	2	0	1	0	1	5	2	6	10	2	1	0	2	9	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	23.167
814000401	1	1	1	0	2	0	0	5	1	1	8	3	0	0	0	7	1	2	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
814000401	2	1	1	0	2	0	0	7	1	1	8	3	0	0	0	7	1	2	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
814003448	1	1	1	0	3	0	0	4	1	1	8	4	0	0	0	7	3	4	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	49	7	0
814003494	1	1	15	1	2	4	0	2	1	1	8	1	0	0	0	7	3	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003494	2	1	15	1	2	4	0	2	1	1	8	1	0	0	0	7	3	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003494	3	1	15	1	2	4	0	2	1	1	8	1	0	0	0	7	3	1	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003548	1	4	1	0	2	0	0	4	1	1	8	2	0	0	0	7	1	1	1	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003574	1	1	1	0	1	1	0	3	1	1	8	1	40	0	2	7	3	2	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003574	2	1	1	0	2	1	0	3	1	1	8	1	40	0	2	7	3	2	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003574	3	1	1	0	2	1	0	3	1	1	8	1	40	0	2	7	3	2	2	1	1	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003574	4	1	1	0	2	1	0	3	1	1	8	1	40	0	2	7	3	2	2	1	1	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003588	1	1	1	0	2	1	0	4	1	1	8	1	0	0	0	7	2	2	2	1	0	0	1	4	0	2	9999	174	1	0	0	0	0	0	0	0	0	49	7	50.061
814003588	2	1	1	0	3	1	0	4	1	1	8	1	0	0	0	7	2	2	2	1	0	0	1	4	0	2	9999	174	1	0	0	0	0	0	0	0	0	49	7	50.061
814003608	1	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	3	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003608	2	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	3	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003608	3	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	3	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003648	1	1	4	0	1	0	88	5	2	6	12	1	0	0	0	9	1	1	2	2	0	0	0	0	0	1	8887	8887	0	1	0	0	0	0	0	0	0	49	7	50.061
814003648	2	1	4	0	1	0	88	5	2	6	12	1	0	0	0	9	1	1	2	2	0	0	0	0	0	1	8887	8887	0	1	0	0	0	0	0	0	0	49	7	50.061
814003708	1	1	3	0	1	0	1	2	1	3	11	1	1	0	2	8	2	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003708	2	1	3	0	4	0	5	2	2	4	11	1	20	0	2	11	2	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003908	1	1	4	0	1	0	88	4	2	6	13	1	0	0	0	9	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814003908	2	1	4	0	1	0	88	4	2	6	13	1	0	0	0	9	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814004493	1	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	4	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814004493	2	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	4	1	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814004494	1	1	4	0	1	0	8	3	2	6	13	4	0	0	0	9	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814004494	2	1	4	0	1	0	8	3	2	6	13	4	0	0	0	10	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	50.061
814005052	1	1	1	0	2	0	0	9	2	6	13	1	40	0	2	9	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
814005052	2	1	1	0	2	0	0	9	2	6	13	1	40	0	2	9	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	49	7	80.73
815003535	1	1	1	0	2	0	0	2	1	1	8	1	0	0	0	8	2	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003535	2	1	1	0	2	0	0	2	1	1	8	1	0	0	0	8	2	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003673	1	1	1	0	2	4	0	3	1	1	8	1	0	0	0	7	1	3	1	1	0	0	1	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003673	2	1	1	0	2	4	0	3	1	1	8	1	0	0	0	7	1	3	1	1	0	0	1	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003753	1	1	1	0	2	4	0	3	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003753	2	1	1	0	2	4	0	3	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003754	1	1	5	1	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	9	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003754	2	1	5	1	2	0	0	5	2	1	8	1	0	0	0	7	1	1	2	1	0	0	1	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003755	1	1	15	1	2	3	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003755	2	1	15	1	2	3	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003756	1	1	1	0	2	0	0	6	1	1	8	1	0	0	0	7	1	9	1	1	0	0	1	9	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003756	2	1	1	0	2	0	0	6	1	1	8	1	0	0	0	7	1	9	1	1	0	0	1	9	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003756	3	1	1	0	2	0	0	6	1	1	8	1	0	0	0	7	1	9	1	1	0	0	1	9	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003756	4	1	1	0	2	0	0	6	1	1	8	1	0	0	0	7	1	1	1	1	0	0	1	9	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003795	1	1	15	1	2	3	0	2	2	1	8	1	0	0	0	8	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003795	2	1	15	1	2	3	0	2	2	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003795	3	1	15	1	2	3	0	2	2	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003795	4	1	15	1	2	3	0	2	2	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003795	5	1	15	1	2	3	0	2	2	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815003857	1	1	15	1	2	1	0	2	1	1	8	1	40	0	9	8	3	9	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815003857	2	1	15	1	2	1	0	2	1	1	8	1	40	0	9	8	3	9	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815003857	3	1	15	1	2	1	0	2	1	1	8	1	40	0	9	8	2	9	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815003857	4	1	1	0	2	1	0	2	2	1	8	1	40	0	2	8	3	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815003857	5	1	15	1	2	1	0	2	1	1	8	1	40	0	9	8	3	9	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004072	1	1	1	0	2	4	0	4	2	1	8	1	0	0	0	7	2	5	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004072	2	1	1	0	2	4	0	4	2	1	8	1	0	0	0	7	2	5	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004072	3	1	1	0	2	4	0	4	2	1	8	1	0	0	0	7	2	5	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004092	1	1	15	1	2	0	0	4	1	1	8	3	0	0	0	7	1	4	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815004092	2	1	15	1	2	0	0	4	2	1	8	3	0	0	0	7	1	4	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
815004096	1	1	15	1	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004096	2	1	15	1	2	0	0	4	2	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004096	3	1	15	1	2	0	0	4	2	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004097	1	1	15	1	2	4	0	3	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
815004097	2	1	15	1	2	4	0	3	2	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
815004112	1	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	1	1	1	0	0	1	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004212	1	1	1	0	2	0	0	3	1	1	8	4	0	0	9	7	1	1	1	2	0	0	1	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815004212	2	1	1	0	2	0	0	3	1	1	8	4	0	0	9	7	1	1	1	2	0	0	1	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815004212	3	1	1	0	2	0	0	3	1	1	8	4	0	0	9	7	1	1	1	2	0	0	1	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815004212	4	1	1	0	2	0	0	3	1	1	8	4	0	0	9	7	1	1	1	2	0	0	1	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815004212	5	1	1	0	2	0	0	3	1	1	8	4	0	0	9	7	1	1	1	2	0	0	1	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815004232	1	1	15	1	2	0	0	3	1	1	8	1	0	0	9	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004232	2	1	5	1	2	0	0	3	1	1	8	1	0	0	9	7	2	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004252	1	1	5	1	3	0	0	1	1	1	8	1	0	0	0	8	2	4	2	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004252	2	1	5	1	2	0	0	4	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815004312	1	1	1	0	2	0	0	4	1	1	8	3	0	0	0	7	2	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815005812	1	1	1	0	2	0	0	3	1	1	8	1	0	0	0	7	1	1	1	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815005812	2	1	1	0	2	0	0	3	1	1	8	1	0	0	0	7	1	1	1	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815005813	1	1	5	1	3	0	1	2	1	1	8	1	3	0	2	8	3	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005813	2	1	5	1	3	0	1	2	1	1	8	1	3	0	2	8	3	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005814	1	1	5	1	2	0	0	3	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005814	2	1	5	1	3	0	0	1	1	1	8	1	0	0	0	8	2	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005912	1	1	15	1	2	4	0	2	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005912	2	1	15	1	2	4	0	2	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005912	3	1	5	1	2	0	0	2	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005992	1	1	5	1	2	0	0	4	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005992	2	1	5	1	2	0	0	4	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815005992	3	1	5	1	2	0	0	4	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815006052	1	1	1	0	4	0	0	2	2	6	13	3	0	0	0	11	1	3	8	8	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
815006052	2	1	1	0	4	0	0	2	2	6	13	3	0	0	0	11	1	3	8	8	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
815006052	3	1	1	0	4	0	0	2	2	6	13	3	0	0	0	11	1	3	8	8	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
815006255	1	1	1	0	5	0	0	5	2	6	11	3	0	0	0	10	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
815006255	2	1	1	0	5	0	0	5	2	6	11	3	0	0	0	10	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
815006256	1	1	5	1	2	0	0	5	1	1	8	3	22	0	2	7	1	9	2	3	0	0	2	9	9	1	8887	8887	0	0	1	0	0	0	0	0	0	72	4	9.937
815006256	2	1	5	1	2	0	0	5	1	1	8	3	0	0	0	7	1	9	2	3	0	0	2	9	9	1	8887	8887	0	0	1	0	0	0	0	0	0	72	4	9.937
815006294	1	1	5	1	3	0	0	1	1	1	8	1	4	0	2	7	2	2	2	1	0	0	2	1	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815006294	2	1	5	1	3	0	0	1	1	1	8	1	4	0	2	7	1	2	2	1	0	0	2	1	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
815006352	1	1	15	1	2	0	0	5	1	1	8	1	98	2	2	7	1	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815006352	2	1	15	1	2	0	0	5	1	1	8	1	98	2	2	7	1	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
815006352	3	1	15	1	2	0	0	5	1	1	8	1	98	2	2	7	1	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
816000021	1	1	1	0	2	1	0	5	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	4	4	1	8887	8887	1	0	0	0	0	0	0	0	0	73	5	60.371
816000021	2	1	1	0	2	1	0	5	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	4	4	1	8887	8887	1	0	0	0	0	0	0	0	0	73	5	60.371
816000021	3	1	1	0	2	1	0	5	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	4	4	1	8887	8887	1	0	0	0	0	0	0	0	0	73	5	60.371
816000021	4	1	1	0	2	1	0	5	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	4	4	1	8887	8887	1	0	0	0	0	0	0	0	0	73	5	60.371
816000021	5	1	1	0	2	1	0	5	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	4	4	1	8887	8887	1	0	0	0	0	0	0	0	0	73	5	60.371
