CaseID	CrashDate	CrashTime	VehicleCount	TruckCount	CarCount	NonMotoristCount	CrashType	CrashPARSevCode	CrashRESSevCode	Summary	Day	CollisionType	Treatment	OCCFatality	CRAAlcohol	AnyDrugsCrash	PSU	PSUStrata	RATWeight
813006119	2003-01-01	11:55	1	1	0	0	Vehicle to Object(s) -+- Rollover	3	2	Vehicle one was a 1993 Peterbilt tractor pulling a 1998 enclosed van semi-trailer.  The trailer was loaded with 19,505 kgs (43,000 pounds) of bricks.  The vehicle was exiting a state highway to travel west on a federal highway.  The one lane exit ramp had	5	57	4	0	2	1	48	9	426.863
813006120	2003-01-01	07:50	2	1	1	0	Vehicle to Object(s) -+- Rollover	3	2	A crash involving two vehicles occurred on a two lane, curved, concrete bridge on a county road.    The time was approximately 0750 hours on a weekday and the atmosphere was clear.  Vehicle one was a 1995 Chevrolet Tahoe traveling south in a left curve.	3	47	4	0	2	1	48	9	426.863
813006166	2003-01-01	14:24	7	5	2	0	Multi-vehicle -+- Angle/sideswipe	3	4	A multi vehicle collision occurred in the mid afternoon on the interstate.  There was a heavy rainstorm occurring at the time of the crash.  The roadway profile was straight and the grade was level.  The two northbound and two southbound lanes were divide	4	43	3	0	9	1	48	9	197.543
813006250	2003-03-01	10:20	6	3	3	0	Multi-vehicle -+- Rear end	3	2	The day of this six-vehicle crash was a clear spring day.  The crash occurred on a federal highway at mid morning.  This highway was a four-lane road divided by a grass median.  The crash happened in the westbound lanes on a bridge. There was a guardrail	2	43	4	0	2	1	48	9	426.863
813006272	2003-03-01	08:40	2	2	0	0	Vehicle to vehicle -+- Angle/sideswipe	3	2	The crash occurred on a two-lane dry city street in an industrial park area. The crash occurred at an intersection with a private gravel drive. The road was straight and level.  The speed limit was 72 kmph, or 45 mph. There was a 1.4-meter wide (4.6-feet)	2	60	4	0	2	2	48	9	426.863
813006312	2003-03-01	22:52	4	1	2	0	Multi-vehicle -+- Head-on	4	4	This crash occurred at 2252 hours on a four-lane, dry, bituminous, divided by a grass median federal highway.  There are two through lanes for each direction of travel.  The speed limit is posted at 89 KmPH, or 55 mph.  The roadway through the crash locat	2	23	3	0	1	1	48	9	197.543
813006314	2003-04-01	17:10	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	1	2	The roadway where the crash occurred was a four-lane interstate divided by a grass median.  There were paved shoulders on each side without rumble strips.  The road was level, straight and dry.  The crash occurred in the late afternoon on the southbound l	6	30	4	0	2	2	48	9	426.863
813006332	2003-04-01	05:00	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	2	The crash occurred on a dry, level concrete bridge on a two lane federal bituminous highway.  There were gravel shoulders on either side of the straight roadway. The time was early morning, it was dark and the atmosphere was clear.  The speed limit on the	3	30	4	0	2	1	48	9	426.863
814000041	2001-01-01	20:30	1	1	0	1	Truck vs Pedestrian -+- Pedestrian in roadway	4	4	Vehicle one, a 1996 Freightliner truck-tractor with one semi trailer, was traveling in the number four inside lane of an eight lane physically divided urban freeway with four travel lanes in each direction. The travel lanes were asphalt and dry at the tim	2	57	0	0	2	2	49	7	0
814000061	2001-01-01	09:40	2	1	1	0	VEH/VEH -+- Angle/sideswipe	2	2	This crash occurred at 0940 hours on an urban roadway with a posted speed limit of 56KPH (e.g. 35 MPH).  It was daylight and raining at this time.  The roadway was divided by a raised center grassy median.  For vehicle one's northbound travel there were f	7	30	4	0	1	1	49	7	0
814000081	2001-02-01	10:30	2	1	1	0	Vehicle to Object(s) -+- Object off road	2	2	A two-vehicle crash occurred on an eight lane interstate freeway.  This freeway has four lanes in either direction with a concrete barrier separating the travel lanes.  This crash occurred on the westbound lanes.  The westbound travel lanes are in a sag i	4	47	4	0	2	1	49	7	0
814000101	2001-03-01	16:02	2	1	1	0	Vehicle to Vehicle -+- Rear-End	3	3	A two-vehicle crash occurred on an eight-lane divided interstate freeway.  This freeway has four lanes in either direction with a depressed grass median.  This crash occurred on the westbound lanes, which were straight and level.  There is a wide shoulder	5	54	3	0	2	2	49	7	0
814000161	2001-08-01	17:35	2	1	1	0	Vehicle / Vehicle -+- Head On	2	2	This crash occurred at 1735 hours on a Saturday in an interchange area with congested traffic.  The roadway was a divided six-lane, urban freeway with three travel lanes in each direction.  The posted speed limit was 97 KPH (e.g. 60 MPH) and the roadway w	7	47	4	0	2	1	49	7	50.061
814000181	2001-08-01	20:57	1	1	0	1	Vehicle / object -+- Object on road	4	4	A collision occurred on a weekday involving one vehicle and a pedestrian. The roadway was an eight-lane divided concrete interstate with grass median.  The collision occurred in the four westbound travel lane of the divided interstate.  The speed limit wa	4	57	0	0	2	2	49	7	23.167
814000201	2001-09-01	06:32	2	1	0	0	TRUCK VS BUS -+- REAR-END	2	2	A two-vehicle daytime crash occurred at 0632 hours on an urban six-lane concrete divided-roadway that had a 4.7-meter wide (15.4-feet) grass median bordered by a concrete curb that separated the north/south travel lanes.  There were three travel lanes in	2	1	7	0	2	1	49	7	50.061
814000221	2001-09-01	01:50	1	1	0	0	Vehicle to object -+- Ran off road left	4	4	Vehicle one was a 2001 Freightliner tractor with a refrigerated van semi trailer.  It was traveling east on an eight-lane concrete interstate freeway.  The roadway was wet and was divided by a center grassy median.  It was raining and dark without street	6	57	0	1	9	1	49	7	23.167
814000241	2001-09-01	08:33	3	1	2	0	Mulit-vehicle/Multi-object -+- Object on Road	3	3	A three-vehicle crash occurred in an interchange area on a two-lane on-ramp for a state highway.  This ramp is uphill and curves to the left.  The traffic on the ramp was stop and go at the time of the crash.  The speed limit for the ramp and state highwa	3	28	3	0	2	1	49	7	80.73
814000261	2001-10-01	07:15	5	2	3	0	MULTI-VEHICLE -+- MULTI-IMPACTS	2	2	A collision occurred on an east/west urban interstate with four lanes and shoulders in each direction.  Conditions were daylight and dry on a Thursday morning.  The interstate had a posted 65 mph speed limit (105 kmph) and traffic was congested in the rig	5	21	3	0	2	1	49	7	50.061
814000281	2001-11-01	09:22	2	1	1	0	Vehicle to Vehcile -+- Angle/sideswipe	2	0	A two-vehicle crash occurred during morning hours on an urban six-lane divided concrete freeway. The crash occurred on the three northbound lanes.  A raised concrete median with a guardrail divides the roadway.  This crash occurred within an interchange a	2	30	4	0	2	1	49	7	0
814000301	2001-12-01	17:49	3	2	1	0	Multi-vehicle/multi-object -+- Object off road	4	4	A three-vehicle crash occurred on a six-lane urban freeway with a wide center median.  There are three lanes in either direction. This crash occurred on the southbound lanes. The road was level, dry bituminous with paved shoulders on both sides. A steel g	5	55	0	1	9	2	49	7	23.167
814000321	2002-01-01	12:05	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	This crash occurred on dry travel lanes in an urban area interchange.  Vehicle two, a 1998 tractor pulling one live bottom-dump trailer, was traveling northbound on a curved, two-lane asphalt highway ramp.  The ramp has one travel lane in each direction a	2	30	3	0	9	2	49	7	80.73
814000341	2002-01-01	00:20	2	1	1	0	Multi-vehicle/multi-object -+- REAR-END	2	2	This crash occurred on a Monday at 0020 hours.  The north/south roadway is a junction where a two-lane interstate merges with a three-lane interstate, becoming a straight, five-lane interstate bordered with shoulders and guardrails.  The section where the	2	54	4	0	2	2	49	7	50.061
814000361	2002-11-01	18:25	1	1	0	0	Vehicle to object(s) -+- Object on road	4	4	This crash occurred at approximately 1845 hours on a two-lane, one-way, interchange area on an urban freeway. This was approximately one hour after sunset according to the U.S. Naval Observatory.   It was cloudy outside and the roadway was wet from recent	6	57	2	1	9	2	49	7	23.167
814000381	2003-01-01	02:50	2	1	1	0	Vehicle to vehicle -+- Rear end	3	4	The weather was clear, the roadway dry and it was dark, but lighted at the time of the crash involving two vehicles.  Vehicle one was a 2002 Ford Taurus that was traveling north in the 2nd lane of an 8-lane divided concrete roadway with a posted speed lim	4	30	3	1	2	2	49	7	23.167
814000401	2003-01-01	02:05	2	1	1	0	Vehicle to vehicle -+- Rear end	3	3	This crash occurred at approximately 0200 hours in the five northbound lanes on a divided urban freeway.  There were no adverse weather conditions at this time and the travel lanes were dry and straight.  The precrash area of the roadway has a 3% grade in	3	30	3	0	9	2	49	7	80.73
814003448	2001-03-01	06:05	1	1	0	0	SINGLE VEH -+- NONCOLLISION	2	3	A single vehicle crash occurred on a Saturday at approximately 0600 hours on an urban expressway during a period of light rain.  Thru the location the roadway curves to the left with a downgrade for westbound traffic.  Vehicle one was traveling westbound	7	57	4	0	2	2	49	7	0
814003494	2001-04-01	07:49	3	1	2	0	Multi-vehicle/multi-event -+- Rear-end	2	2	This three-vehicle crash occurred within an interchange of an interstate freeway and a state highway.  This crash occurred on the two-lane one-way entrance/exit ramp area.  This area is divided from the two through lanes on the interstate roadway by a con	2	38	4	0	2	2	49	7	50.061
814003548	2001-04-01	22:40	1	1	0	0	VEHICLE/OBJECT -+- HEAD ON	2	2	A single vehicle crash occurred during the night hours on a dark eight lane divided interstate with positive barrier.  This section of the roadway consists of four eastbound lanes, a cement center divide and four westbound lanes.  The westbound lanes play	2	57	4	0	2	1	49	7	50.061
814003574	2001-04-01	07:53	4	1	3	0	Multi-vehicle/Multi-evetn -+- Rear-end	2	2	This four-vehicle crash occurred on an eight-lane divided interstate freeway.  A concrete barrier divides the eight lanes, with four lanes in either direction.  The crash occurred on the northbound side, which was in a construction zone.  There were orang	7	20	4	0	2	1	49	7	50.061
814003588	2001-04-01	11:21	2	1	1	0	VEH/VEH -+- ANGLE	2	2	This crash occurred during the late morning hours just before noon on a weekday on a eight lane divided (four southbound/ four northbound) right curve, dry, positive two percent grade, asphalt urban freeway with a posted speed limit of 97 kmph (60 mph).	3	30	4	0	2	1	49	7	50.061
814003608	2001-04-01	07:50	3	2	1	0	VEH/VEH/VEH -+- REAR-END	2	2	A rear-end collision occurred in the four eastbound travel lanes of an 8-lane divided urban interstate.  The posted speed limit was 70 mph (113 kmph). The crash occurred during the morning rush hour just prior to 0800 hours.  The weather was clear and the	2	55	5	0	2	1	49	7	50.061
814003648	2001-05-01	07:45	2	1	0	0	VEH/VEH -+- REAR-END	2	2	A two-vehicle crash occurred at 0745 hours on an urban 8-lane, level, wet, bituminous roadway with a raised concrete-curbed grass median separating northbound lanes from southbound lanes.  The southbound lanes consist of 3 through lanes and 2 left-turn on	1	1	4	0	2	1	49	7	50.061
814003708	2001-07-01	11:20	2	1	1	0	PICK-UP/SEMI-TRUCK -+- ANGLE	2	2	A two vehicle daytime crash occurred at 1120 hours on an urban, four-lane state highway with a raised concrete center divider separating the two northbound and two southbound lanes.  This state highway intersected with a like state highway and these trave	4	54	3	0	2	1	49	7	50.061
814003908	2001-07-01	13:59	2	1	1	0	car/truck -+- angle	2	2	A two-vehicle crash occurred at approximately 1400 hours in the northbound travel lanes of an divided urban, concrete, eight-lane road with a 40 mph (64 Kmph) speed limit.   The road consisted of three through lanes and a turn left lane in each direction	3	30	7	0	2	2	49	7	50.061
814004493	2002-01-01	10:05	2	1	1	0	Multi-vehicle/multi-impact -+- Angle	2	2	This crash occurred at approximately 1000 hours in January on the eastbound lanes of an urban interstate highway.  The four eastbound lanes are straight, concrete, with asphalt shoulders.  The westbound four-lane section did not play a role.  The crash ar	2	30	4	0	2	1	49	7	50.061
814004494	2002-01-01	06:48	2	1	1	0	Vehicle vs. vehicle -+- Rear-end	2	2	This crash occurred at 0648 hours on an urban local street in the month of January.  The roadway is comprised of a straight and level three-lane northbound section and a southbound three-lane section separated by an unprotected concrete curbed median.  Bo	3	30	4	0	2	1	49	7	50.061
814005052	2002-06-01	10:40	2	1	1	0	Vehicle to Vehicle -+- Rear-End	2	3	This crash occurred at approximately 1040 hours on an asphalt roadway with unknown lane numbers because it had recently been resurfaced.  This traffic way is divided with a grass median, and a guardrail protecting the west bridge wall..  The travel lanes	2	30	3	0	2	2	49	7	80.73
815003535	2001-01-01	07:30	2	1	1	0	VEHICLE / VEHICLE -+- REAR END	2	2	A two-vehicle collision occurred on a divided urban interstate on a weekday during the morning rush hour.  There were no adverse weather conditions and the travel lanes were dry at this time.  The collision occurred in the southbound direction of travel a	6	66	4	0	2	1	72	4	0
815003673	2001-02-01	13:10	2	1	1	0	TRUCK VS. SUV -+- REAR END	3	2	This crash occurred at 1330 hours in the number-one southbound lane of an urban, six-lane Interstate freeway with a posted legal speed limit of 89 kmph (e.g. 55 mph).  The north/south travel lanes were divided by a center Cement Jersey barrier.  A Jersey	2	47	4	0	2	2	72	4	0
815003753	2001-02-01	10:20	2	1	1	0	Vehicle to Vehicle -+- Rear-end	1	0	A two-vehicle crash occurred on a six-lane interstate freeway.  This freeway is divided with a concrete barrier with three-lanes on either side.  This road is straight and level with no defects noted.  The speed limit on the road is 55 mph (89 kmph).  Thi	5	66	4	0	2	1	72	4	0
815003754	2001-02-01	12:30	2	1	1	0	CAR  VS. TRUCK -+- SIDE IMPACT	2	2	A two-vehicle crash occurred on a Thursday at 1230 hours on an urban expressway in the vicinity of an interchange.  The expressway is an 8 lane divided, with median barrier, that is straight and level through the crash scene.  For westbound traffic, the d	5	30	4	0	2	2	72	4	0
815003755	2001-02-01	12:30	2	2	0	0	Vehicle to Vehicle -+- Rear end	2	3	A two-vehicle crash occurred on an eight-lane divided interstate freeway.  This freeway has four-lanes in either direction with a concrete center divider.  This crash occurred within an interchange area, at an "other location within the interchange".  The	3	60	4	0	2	1	72	4	0
815003756	2001-03-01	11:29	4	1	3	0	Multi-vehicle -+- Rear end	3	3	This crash occurred at 1129 hours on a Wednesday on a six-lane divided urban freeway with six travel lanes in each direction. The posted speed limit was 89 kmph (e.g. 55 mph) and the roadway was dry.  Vehicle four, a 1998 Freightliner truck tractor pullin	4	11	4	0	2	2	72	4	0
815003795	2001-03-01	10:32	5	4	1	0	Multi-vehicles/multi-objects -+- Rear-end	2	2	This five-vehicle crash occurred on a four-lane divided urban interstate freeway.  This freeway is divided with a concrete barrier with two-lanes on either side.  This crash occurred on the southbound side.  On the southbound side, an entrance ramp comes	2	56	3	0	2	2	72	4	0
815003857	2001-04-01	07:55	5	1	3	0	Multiple Vehicles (5) -+- REAR END- MULTIPLE EVENT	5	2	A five vehicle rear-end collision occurred at approximately 0800 hours in the southbound travel lanes on an urban, divided freeway.  This area of the freeway was under construction and warning signs were posted regarding the on-going construction.  The tr	3	5	4	0	2	1	72	4	58.657
815004072	2001-06-01	09:05	3	2	1	0	HEAVY TRUCK/VAN/HEAVY TRUCK -+- MULTIPLE REAR-END	2	2	A three-vehicle crash occurred during a Wednesday morning rush hour on an urban expressway in the northbound travel lanes.  The road surface was dry with no defects.  The impacts were located in a right hand curve in a sag area in which the travel lanes g	4	42	4	0	2	2	72	4	58.657
815004092	2001-06-01	01:30	2	1	1	0	Vehicle to Vehicle -+- Rear-end	1	0	A two-vehicle crash occurred on an eight-lane urban Interstate freeway at approximately 0200 hours in the morning.  A concrete barrier divides the east and westbound lanes.  This crash occurred on the westbound lanes.  Westbound lanes consist of three thr	7	30	4	0	2	1	72	4	0
815004096	2001-06-01	10:00	3	2	1	0	Vehicle to Vehicle(s) -+- Angle/sideswipe	2	2	A three-vehicle crash occurred on an urban, eight-lane divided interstate freeway. A concrete barrier divides this freeway with four lanes in either direction.  This crash occurred on the southbound side of the road.  At the location of the crash, this ro	2	32	4	0	2	1	72	4	58.657
815004097	2001-06-01	06:15	2	1	1	0	Vehicle to vehicle -+- Rear-end	3	3	A two-vehicle crash occurred on a six-lane divided urban Interstate freeway during the beginning of the morning rush hour.  A concrete barrier divides the roadway with three-lanes in either direction.  This crash occurred on the southbound travel lanes, s	4	66	3	0	2	2	72	4	32.201
815004112	2001-06-01	09:20	1	1	0	0	Vehicle to object(s) -+- Rollover	3	2	A single vehicle crash occurred on an urban eight-lane divided interstate freeway during morning rush hour congestion.  This freeway is divided with a concrete barrier with four lanes in either direction.  The first lane is an entrance/merge lane for an o	5	57	4	0	2	2	72	4	58.657
815004212	2001-07-01	05:50	5	1	4	0	Multi-vehicle / multi-object -+- Object on road	1	2	A five-vehicle crash occurred on a six-lane urban Interstate freeway. There are three lanes in either direction, with a concrete barrier dividing the roadways.  This crash occurred on the northbound side.  The road surface was concrete with narrow paved s	4	4	4	0	2	1	72	4	58.657
815004232	2001-07-01	08:05	2	1	1	0	Multi-vehicle/ Multi-object -+- Rollover	2	2	A two-vehicle crash occurred on an urban Interstate at approximately 0800 hours.  This interstate had six lanes with three lanes in either direction divided by a center guardrail.  The northbound lanes are in the vicinity of an on ramp.  It appears from t	6	30	4	0	2	1	72	4	58.657
815004252	2001-07-01	08:30	2	2	0	0	Multi-Vehicle - Multi Object -+- Rollover	1	2	A collision involving two vehicles occurred in an interchange area of a divided urban interstate.  The collision only involved the three eastbound travel lanes of the interstate and an entrance ramp.  The weather was clear, the travel lanes were dry and i	3	60	4	0	2	1	72	4	58.657
815004312	2001-08-01	04:37	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	2	A single vehicle crash occurred on an eight lane urban interstate freeway.  A concrete barrier divides the freeway with eight lanes in either direction.  The crash occurred on the southbound lanes that curve to the right.  This section of the roadway is l	5	57	4	0	2	2	72	4	58.657
815005812	2002-10-01	09:34	2	1	1	0	Vehicle to Vehicle -+- Angle / Sideswipe	2	2	This two-vehicle crash occurred on a six lane interstate freeway.  This freeway is divided with a concrete barrier.  There are three lanes in either direction.  This road is composted of concrete, is straight, level and free from defects.  The speed limit	6	30	4	0	2	1	72	4	58.657
815005813	2002-10-01	11:07	2	2	0	0	Vehicle to vehicle -+- Rear end	2	2	This crash occurred at approximately 1107 hours. The roadway was a one way, two-lane full control freeway off-ramp, with curbs and sidewalk on both sides. The surface was dry bituminous with a negative grade of >2% and a slight curve to the left.  At the	3	60	4	0	2	1	72	4	58.657
815005814	2002-10-01	13:30	2	1	1	0	Multi-vehicles / multi-objects -+- Angle / sideswi	2	2	This two-vehicle crash occurred within an interchange of two interstate freeways.  The main freeway goes east west and has three lanes of travel.  The intersecting road merges into the main road with an on-ramp.  The northbound ramp and the southbound ram	3	30	3	0	2	1	72	4	58.657
815005912	2002-11-01	10:25	3	3	0	0	Multi-vehicle -+- Rear end	2	2	This three-vehicle crash occurred on an urban multi-lane divided interstate freeway.  The crash occurred within an interchange area as the vehicles were passing through the interchange.  The crash only involved the two southbound lanes and did not involve	4	62	4	0	2	1	72	4	58.657
815005992	2002-11-01	08:15	3	2	1	0	Multi-vehicle/ multi-event -+- Rear end	2	2	This three-vehicle crash occurred on a divided interstate roadway in the westbound travel lanes.  This roadway has four lanes in the westbound lanes.  This interstate is divided with a concrete barrier.  This road is straight and level.  The crash occurre	4	32	4	0	2	1	72	4	58.657
815006052	2002-12-01	05:55	3	2	1	0	Multi-vehicle/Multi-event -+- Head-on	4	4	A three-vehicle crash occurred in the early morning hours on a dark but lit two-lane/two-way urban roadway on a bridge.  This roadway runs north and south across the bridge.  The bridge has multiple surfaces, but for the most part the road surface is stee	7	32	2	1	1	1	72	4	9.937
815006255	2003-02-01	04:00	2	1	1	0	Vehicle to vehicle -+- Angle/sideswipe	3	3	This crash occurred at 0400 hours on a lighted urban minor arterial roadway.  The two-way roadway has five lanes, including a median turn lane, and is straight and level through the crash location.  The posted speed limit is 56 kmph, or 35 mph.  The crash	5	66	3	0	1	1	72	4	32.201
815006256	2003-02-01	04:39	2	1	1	0	Multi-vehicle to object(s) -+- Angle/sideswipe	3	4	This two-vehicle crash occurred in the five southbound lanes on a divided, urban interstate highway at approximately 0430 hours.  Shoulders border the number one and five travel lanes and then concrete barriers border them.  At the time it was snowing wit	2	30	3	1	2	1	72	4	9.937
815006294	2003-03-01	09:50	2	1	1	0	Vehicle to vehicle -+- Rear end	2	2	A two-vehicle crash occurred on a one-lane entrance ramp to an interstate freeway.  This ramp is straight with an uphill grade.  The ramp is controlled by a flashing metered light, which controls access to the freeway.  A paved shoulder borders both sides	5	30	4	0	9	1	72	4	58.657
815006352	2003-03-01	09:10	3	1	2	0	Multi-vehicle -+- Angle/sideswipe	1	2	A three-vehicle crash occurred on ten-lane divided urban interstate freeway.  This road is divided with a concrete jersey barrier and there are five lanes in either direction.  This crash occurred on the northbound side.  At the location of the crash this	4	12	4	0	2	1	72	4	58.657
816000021	2003-03-01	02:38	6	4	2	0	Multi-vehicle -+- Rear end	4	4	This six-vehicle crash occurred on an eight-lane divided urban interstate freeway.  The crash occurred on the eastbound side of the freeway.  The eastbound lanes have two exit-only lanes and three through lanes.  There are paved shoulders with depressed r	6	43	4	1	2	1	73	5	60.371
816003502	2001-02-01	06:30	2	1	1	0	MULTI-VEHICLES -+- MULTI-IMPACTS	2	2	The crash occurred at 0630 hours in the southbound three lanes of an urban interstate of six lanes.  The Interstate was divided with a cement Jersey type barrier.  Left and right cement shoulders of the same width as the travel lanes (e.g. 3.8 meters) bor	3	30	3	0	2	1	73	5	0
816003625	2001-03-01	22:18	2	1	1	0	Vehicle / Vehicle -+- Head on	4	4	This crash occurred at 2218 hours on a Friday. The roadway was a divided four-lane non-intersection rural interstate with two travel lanes in each direction. The posted speed limits are 105 KPH (e.g.65 MPH) for automobiles, and 97 KPH (e.g. 60 MPH) for tr	6	30	3	1	2	2	73	5	0
816003626	2001-03-01	04:18	2	1	1	0	VEHICLE/VEHICLE -+- Angle/sideswipe	4	4	This crash occurred on a four lane divided interstate highway with positive metal guardrail barriers and a grassy center median area.  The collision occurred at 0418 hours with no lighting on the roadway.  The asphalt surface was covered with snow and ice	7	66	3	1	2	1	73	5	0
816003661	2001-03-01	22:17	2	1	1	0	VEHICLE/ VEHICLE -+- Rear end	4	4	This crash occurred at 2217 hours on a Thursday. The roadway was a divided six-lane urban freeway with three travel lanes in each direction. The Posted speed limit 89 KMPH (55 MPH) and the road surface was dry concrete.  Vehicle one is a 1999 Ford E-250 p	5	66	0	1	2	2	73	5	0
816003745	2001-05-01	13:30	2	2	0	0	VEHICLE/VEHICLE -+- REAR END	2	3	A two-vehicle rear-end crash involving two tractor-trailers occurred in the eastbound travel lanes on an urban, physically divided interstate freeway.  This collision occurred at 1330 hours on a cloudy late-spring day with no adverse weather conditions. T	3	60	3	0	2	1	73	5	195.635
816003785	2001-05-01	07:30	2	1	1	0	Vehicle to Vehicle -+- Rear-end	3	3	A two-vehicle crash occurred on a seven lane divided roadway.  This roadway is divided by a depressed grass median.  In the westbound lanes there are three lanes of asphalt construction.  This road is straight and level with no defects noted.  This crash	2	41	3	0	2	2	73	5	195.635
816003801	2001-05-01	12:02	1	1	0	1	VEHICLE/PEDESTRIAN -+- Angle	3	3	Vehicle one, a 1999 Kenworth tractor pulling one empty flatbed trailer, was traveling south on a two-lane, rural roadway in a school zone.  There is an emergency lane on both sides of the roadway travel lanes.  School zone lights were activated at an inte	4	57	0	0	2	1	73	5	195.635
816003841	2001-05-01	01:55	4	1	3	0	MULTI VEHICLE -+- MULTI IMPACTS	4	4	A four-vehicle crash occurred at approximately 0200 hours in the eastbound direction of travel on a divided urban interstate with positive barrier.  The roadway was under construction and the eastbound lanes consist of four lanes and a far right merge lan	6	19	3	1	2	2	73	5	60.371
816003941	2001-06-01	23:30	3	2	1	0	multi-vehicles -+- multi impacts	1	2	A three-vehicle crash occurred at 2330 hours on urban interstate highway.  The highway consists of four eastbound lanes.  The number one lane is an exit lane.  An asphalt shoulder borders the south edge of the roadway. A concrete median Jersey Barrier sep	3	32	4	0	2	2	73	5	356.366
816003981	2001-07-01	10:13	1	1	0	1	Vehicle to object -+- Object on road	2	2	The crash occurred at approximately 1015 hours on a Sunday on a rural township road in a commercial/industrial area.  The roadway consists of four lanes with an unknown speed limit.  Vehicle one was traveling at an unknown speed.  The roadway was free of	1	57	0	0	2	2	73	5	356.366
816003982	2001-06-01	14:57	3	1	2	0	Multi-vehicle -+- Rear-End	2	2	A three-vehicle crash occurred near the end of June at approximately 1500 hrs.  The roadway is a two-lane, east/west running, straight and level undivided road.  On the south side of the roadway is a 9-feet wide (2.7-meters) gravel shoulder.  The speed li	6	22	4	0	2	1	73	5	356.366
816004021	2001-07-01	15:35	2	2	0	0	Vehicle to vehicle -+- Rear-end	4	4	A two-vehicle crash occurred on a weekday in the middle of the afternoon on a rural four-lane interstate highway.  This road is divided by a grass median, with two-lanes in either direction.  The crash occurred on the eastbound section.  The highway was f	4	60	0	1	2	1	73	5	60.371
816004041	2001-07-01	05:35	1	1	0	0	Vehicle to Object(s) -+- Rollover	2	2	A single vehicle crash occurred in the northbound travel direction of an urban interstate freeway at approximately 0530 hours.  This freeway was in a state of construction at the time of the crash and various lanes were closed.  There were two through lan	3	57	4	0	2	2	73	5	356.366
816004201	2001-09-01	09:20	1	1	0	0	SINGLE VEHICLE -+- Rollover	2	2	This single vehicle rollover crash occurred at 0920 hours on a concrete, two-way entrance ramp to an urban interstate. There were no adverse weather conditions and the traffic lanes were dry.  A yellow solid line separates the ramp's north and south trave	6	57	0	0	2	2	73	5	356.366
816004261	2001-09-01	06:55	1	1	0	0	Vehicle to Object(s) -+- Rollover	1	2	A single-vehicle crash occurred on a one-lane exit ramp with a super elevation of 6% and an uphill grade of 3%.  The exit ramp has a cement median dividing merging traffic from another route.  The two lanes merge into one lane beyond the cement divide.  T	3	57	4	0	2	2	73	5	356.366
816004281	2001-09-01	15:10	2	1	1	0	VEHICLE TO VEHICLE -+- ANGLE	2	3	A two-vehicle intersection related crash occurred at 1510 hours on a wet, rural, two-lane township road in a commercial/industrial area.  It was raining at the time of the crash and the travel lanes were wet.  The crash occurred at a location where the to	4	66	4	0	9	1	73	5	195.635
816004381	2001-10-01	10:30	2	1	1	0	Vehicle to Vehicle -+- angle	2	2	A two-vehicle crash occurred at 1030 hours at a rural intersection.  A two-lane, east/west U.S. highway and a two-lane roadway form the cross streets of the intersection.  This intersection has stop signs for the north/south traffic before entering the in	5	30	4	0	2	2	73	5	356.366
816004425	2001-10-01	13:05	1	1	0	0	VEHICLE/OBJECT -+- ROLLOVER	0	2	A single vehicle crash occurred at approximately1300 hours on a divided urban interstate highway.  The highway consists of three eastbound and three westbound lanes.  A 9.7-meter wide (32-feet) asphalt median separates the eastbound from the westbound lan	3	57	4	0	2	1	73	5	356.366
816004441	2001-10-01	08:15	3	3	0	0	Multi-vehicle/Multi-object -+- Rear-End	3	3	A three-vehicle collision occurred in late October at approximately 0800 hrs.  The roadway is a three-lane, straight and level interstate with paved shoulders.  The crashed occurred on the westbound section of the interstate.  The three-lane eastbound sec	4	62	3	0	2	1	73	5	195.635
816004442	2001-11-01	13:18	3	2	1	0	Multi-vehicle/Multi-object -+- Head-On	4	4	A three-vehicle crash occurred on a slightly curved, level, undivided, east/west running two-lane road.  The north section of the road has a large paved shoulder; equaling 11-feet (3.3-meters) in width.   The south side has a smaller shoulder; equaling 2	5	55	2	1	9	1	73	5	60.371
816004561	2001-12-01	08:18	1	1	0	0	Vehicle/train -+- Angle	5	2	A crash occurred on a Thursday at 0818 hours on a two-lane two-way undivided rural local roadway.  The roadway is straight and level and the asphalt road surface was dry, but the roadside was damp and wet from early morning dew.  The roadway runs North-So	5	57	4	0	2	1	73	5	356.366
816004701	2002-01-01	15:08	2	1	1	0	VEHICLE/VEHICLE -+- HEAD ON	4	4	This crash occurred in the afternoon at 1508 hours on a four-lane north-south undivided roadway with two lanes in each direction. The posted speed limit was 89 KmPH (e.g. 55 MPH). Vehicle one, a 1981 Cadillac Fleetwood, was traveling south and occupied by	4	30	3	1	1	1	73	5	60.371
816004741	2002-02-01	11:19	4	1	3	0	Multi-vehicle -+- Multi Impacts	4	4	This multi vehicle crash occurred in the morning at 1119 hours on a four-lane undivided State Highway with two lanes in each direction.  The crash location is just north of a railroad crossing that was properly marked and controlled.  The railroad crossin	3	16	3	1	2	1	73	5	60.371
